route_id	direction_id	trip_id
100340	0	11367858
100340	0	11367859
100340	0	11367860
100340	0	11367861
100340	0	11367862
100340	0	11367863
100340	0	11367864
100340	0	11367865
100340	0	11367866
100340	0	11367867
100340	0	11367868
100340	0	11367869
100340	0	11367870
100340	0	11367871
100340	0	11367872
100340	0	11367873
100340	0	11367874
100340	0	11367875
100340	0	11367876
100340	0	11367877
100340	1	11367878
100340	0	19032245
100340	0	19032246
100340	0	19032247
100340	0	19032248
100340	0	19032249
100340	0	19032250
100340	0	19032251
100340	0	19032252
100340	0	19032253
100340	0	19032254
100340	0	19032255
100340	0	19032256
100340	0	19032257
100340	0	19032258
100340	0	19032259
100340	0	19032260
100340	0	19032261
100340	0	19032262
100340	0	19032263
100340	0	19032264
100340	0	19032265
100340	0	19032266
100340	0	19032267
100340	0	19032268
100340	0	19032269
100340	0	19032270
100340	0	19032271
100340	0	19032272
100340	0	19032273
100340	0	19032274
100340	0	19032275
100340	0	19032276
100340	0	19032277
100340	0	19032278
100340	0	19032279
100340	0	19032280
100340	0	19032281
100340	0	19032282
100340	0	19032283
100340	0	19032284
100340	0	19032285
100340	0	19032286
100340	0	19032287
100340	0	19032288
100340	0	19032289
100340	0	19032290
100340	0	19032291
100340	0	19032292
100340	0	19032293
100340	0	19032294
100340	0	19032295
100340	0	19032296
100340	0	19032297
100340	0	19032298
100340	0	19032299
100340	0	19032300
100340	0	19032301
100340	0	19032302
100340	0	19032303
100340	0	19032304
100340	0	19032305
100340	1	19032306
100340	1	19032307
100340	1	19032308
100340	1	19032309
100340	1	19032310
100340	1	19032311
100340	1	19032312
100340	1	19032313
100340	1	19032314
100340	1	19032315
100340	1	19032316
100340	1	19032317
100340	1	19032318
100340	1	19032319
100340	1	19032320
100340	1	19032321
100340	1	19032322
100340	1	19032323
100340	1	19032324
100340	1	19032325
100340	1	19032326
100340	1	19032327
100340	1	19032328
100340	1	19032329
100340	1	19032330
100340	1	19032331
100340	1	19032332
100340	1	19032333
100340	1	19032334
100340	1	19032335
100340	1	19032336
100340	1	19032337
100340	1	19032338
100340	1	19032339
100340	1	19032340
100340	1	19032341
100340	1	19032342
100340	1	19032343
100340	1	19032344
100340	1	19032345
100340	1	19032346
100340	1	19032347
100340	1	19032348
100340	1	19032349
100340	1	19032350
100340	1	19032351
100340	1	19032352
100340	1	19032353
100340	1	19032354
100340	1	19032355
100340	1	19032356
100340	1	19032357
100340	1	19032358
100340	1	19032359
100340	1	19032360
100340	1	19032361
100340	1	19032362
100340	1	19032363
100340	1	19032364
100340	1	19032365
100340	1	19032366
100340	0	19032367
100340	1	19032368
100340	0	19032369
100340	1	19032370
100340	0	19032371
100340	0	19032372
100340	0	19032376
100340	0	19032377
100340	0	19032378
100340	0	19032379
100340	0	19032380
100340	1	19032381
100340	1	19032382
100340	1	19032383
100340	1	19032384
100340	1	19032385
100340	1	19032386
100340	0	19032387
100340	0	19032388
100261	0	11259712
100269	1	11259713
100269	1	11259714
100269	0	11259715
100269	1	11259716
100184	1	11259718
100261	0	11259719
100261	0	11259720
100254	1	11259730
100254	1	11259731
100195	0	11259733
100214	1	11259736
100214	1	11259737
100214	1	11259738
100214	1	11259739
100214	1	11259740
100214	1	11259741
100214	1	11259742
100214	0	11259743
100214	1	11259744
100059	0	11334492
100096	0	11453568
100096	0	11453569
100168	1	11453573
100146	0	11492100
100146	0	11492101
100146	0	11492102
100146	1	11492107
100146	1	11492108
100272	1	12437968
100272	1	12437969
100272	1	12437970
100272	1	12437971
100272	1	12437972
100272	1	12437973
100272	1	12437974
100272	1	12437975
100272	1	12437976
100272	1	12437977
100272	1	12437978
100272	0	12437989
100272	0	12437990
100272	0	12437991
100272	0	12437992
100272	0	12437993
100272	0	12437994
100272	0	12437995
100272	0	12437996
100272	0	12437997
100481	0	12438010
100481	0	12438011
100481	0	12438012
100481	0	12438013
100481	0	12438014
100481	0	12438015
100481	0	12438016
100481	0	12438017
100481	0	12438018
100481	0	12438019
100481	1	12438032
100481	1	12438033
100481	1	12438034
100481	1	12438035
100481	1	12438036
100481	1	12438037
100481	1	12438038
100481	1	12438039
100481	1	12438040
100481	1	12438041
100168	0	13146589
100146	0	13149060
100146	1	13149061
100146	1	13149062
100146	1	13149063
100146	0	13149139
102558	0	13779068
100254	1	15416423
100168	1	16882606
100146	0	16962843
100146	0	16962844
100146	0	16962845
100146	0	16962846
100146	0	16962847
100146	0	16962848
100146	0	16962849
100146	0	16962850
100146	0	16962853
100146	0	16962854
100146	0	16962855
100146	1	16962856
100146	1	16962857
100146	1	16962858
100146	1	16962859
100146	1	16962860
100146	1	16962861
100146	1	16962862
100146	1	16962863
100146	1	16962864
100146	1	16962865
100146	1	16962866
100146	1	16962867
100146	1	16962868
100146	1	16962869
100146	1	16962870
100146	1	16962871
100146	1	16962872
100146	1	16962873
100146	1	16962874
100146	1	16962875
100146	1	16962876
100146	1	16962877
100146	1	16962878
100146	1	16962879
100146	1	16962880
100146	1	16962881
100146	1	16962882
100146	1	16962883
100146	0	16962886
100146	0	16962887
100146	0	16962888
100146	0	16962889
100146	0	16962890
100146	1	16962895
100146	0	16962896
100146	0	16962901
100146	1	16962902
100146	1	16962903
100146	1	16962904
100146	1	16962905
100146	1	16962906
100146	0	16962907
100146	0	16962908
100146	0	16962909
100146	0	16962910
100146	0	16962911
100146	0	16962912
100146	0	16962913
100146	1	16962914
100146	1	16962915
100146	1	16962916
100146	1	16962917
100146	1	16962918
100146	1	16962919
100146	1	16962920
100146	0	16962921
100146	0	16962929
100146	0	16962930
100146	0	16962931
100146	0	16962932
100146	0	16962933
100146	0	16962934
100146	0	16962935
100146	0	16962937
100146	0	16962939
100146	0	16962940
100146	0	16963202
100146	0	16968584
100146	0	16968585
100146	0	16968586
100146	0	16968587
100146	0	16968588
100146	0	16968597
100146	0	16968598
100146	0	16968599
100146	0	16968600
100146	0	16968601
100146	0	16968602
100146	0	16968603
100146	0	16968604
100146	0	16968605
100146	0	16968606
100146	0	16968607
100146	0	16968608
100146	0	16968609
100146	0	16968610
100146	1	16968612
100146	1	16968613
100146	1	16968614
100146	1	16968615
100146	1	16968616
100146	1	16968617
100146	1	16968618
100146	1	16968619
100146	1	16968620
100146	1	16968621
100146	1	16968622
100146	1	16968623
100146	1	16968848
100146	1	16968881
100146	1	16968882
100146	0	17437325
100261	1	17597168
100261	0	17633490
100162	1	17749070
100146	0	17749126
100146	0	17749127
100146	0	17749128
100146	0	17749130
100146	0	17749131
100146	0	17749132
100146	0	17749133
100146	0	17749139
100146	0	17749141
100146	0	17749143
100146	0	17749144
100146	1	17749148
100146	1	17749149
100146	1	17749151
100146	1	17749152
100146	1	17749153
100146	1	17749154
100146	1	17753455
100146	1	17753456
100146	1	17753458
100146	1	17753459
100146	1	17768096
100162	1	17777042
100162	1	17777043
100162	1	17777044
100146	1	17785642
100146	0	17785646
100146	1	17785647
100162	1	17785844
100162	1	17785846
100162	1	17785848
100162	1	17785849
100162	1	17785853
100162	1	17785922
102558	0	17818881
102558	1	17818890
102558	1	17862561
100095	0	17948640
100095	1	17948641
100095	1	17948642
100095	1	17948643
100095	1	17948644
100095	1	17948645
100095	1	17948646
100095	1	17948647
100095	1	17948648
100095	1	17948649
100095	1	17948650
100095	1	17948651
100095	1	17948652
100095	1	17948653
100095	1	17948654
100095	1	17948655
100095	1	17955956
100095	1	17955957
100095	1	17955958
100095	1	17955959
100095	1	17955960
100095	1	17955961
100094	1	17955962
100094	1	17955963
100094	1	17955964
100094	1	17955965
100094	1	17955966
100094	1	17955967
100094	1	17955968
100094	1	17955969
100094	1	17955970
100094	1	17955971
100094	0	17955972
100095	0	17955973
100105	0	17955974
100095	0	17955975
100094	0	17955976
100095	0	17955977
100105	0	17955978
100095	0	17955979
100094	0	17955980
100095	0	17955981
100105	0	17955982
100095	0	17955983
100094	0	17955984
100095	0	17955985
100105	0	17955986
100095	0	17955987
100094	0	17955988
100095	0	17955989
100105	0	17955990
100095	0	17955991
100094	0	17955992
100095	0	17955993
100105	0	17955994
100095	0	17955995
100094	0	17955996
100095	0	17955997
100105	0	17955998
100095	0	17955999
100094	0	17956000
100105	0	17956001
100095	0	17956002
100094	0	17956003
100095	0	17956004
100105	0	17956005
100095	0	17956006
100094	0	17956007
100095	0	17956008
100105	0	17956009
100095	0	17956010
100105	1	17956011
100105	1	17956012
100105	1	17956013
100105	1	17956014
100105	1	17956015
100105	1	17956016
100105	1	17956017
100105	1	17956018
100105	1	17956019
100105	1	17956020
100142	0	17956025
100142	0	17956026
100142	0	17956027
100142	0	17956028
100142	0	17956029
100142	0	17956030
100142	0	17956031
100142	0	17956032
100142	0	17956033
100142	0	17956034
100142	1	17956035
100142	1	17956036
100142	1	17956037
100142	1	17956038
100142	1	17956039
100142	1	17956040
100142	1	17956041
100142	1	17956042
100142	1	17956043
100142	1	17956044
100142	0	17956045
100094	1	17956772
100095	1	17956773
100095	1	17956774
100095	1	17956775
100095	1	17956776
100095	1	17956777
100095	1	17956778
100095	1	17956779
100095	1	17956780
100095	1	17956781
100095	1	17956782
100095	1	17956783
100095	1	17956784
100095	1	17956785
100095	1	17956786
100095	1	17956787
100094	1	17956788
100094	1	17956789
100094	1	17956790
100094	1	17956791
100094	1	17956792
100094	1	17956793
100105	0	17956794
100095	0	17956795
100094	0	17956796
100095	0	17956797
100105	0	17956798
100095	0	17956799
100094	0	17956800
100095	0	17956801
100105	0	17956802
100095	0	17956803
100094	0	17956804
100095	0	17956805
100105	0	17956806
100095	0	17956807
100094	0	17956808
100095	0	17956809
100105	0	17956810
100095	0	17956811
100094	0	17956812
100095	0	17956813
100105	0	17956814
100095	0	17956815
100094	0	17956816
100095	0	17956817
100105	0	17956818
100095	0	17956819
100094	0	17956820
100095	0	17956821
100105	0	17956822
100095	0	17956823
100105	1	17956824
100105	1	17956825
100105	1	17956826
100105	1	17956827
100105	1	17956828
100105	1	17956829
100105	1	17956830
100105	1	17956831
100128	1	17957961
100128	1	17957962
100128	1	17957963
100128	1	17957964
100128	1	17957965
100128	1	17957966
100128	1	17957967
100128	1	17957968
100128	1	17957969
100128	0	17957970
100128	0	17957971
100128	0	17957972
100128	0	17957973
100128	0	17957974
100128	0	17957975
100128	0	17957976
100128	0	17957977
100128	0	17957978
100448	0	17957997
100448	0	17957998
100448	0	17957999
100448	0	17958000
100448	0	17958001
100448	0	17958002
100448	0	17958003
100448	0	17958004
100448	0	17958005
100448	0	17958006
100448	1	17958007
100448	1	17958008
100448	1	17958009
100448	1	17958010
100448	1	17958011
100448	1	17958012
100448	1	17958013
100448	1	17958014
100448	1	17958015
100448	1	17958016
100448	1	17958017
100448	1	17958018
100448	1	17958019
100448	1	17958020
100448	1	17958021
100448	1	17958022
100448	0	17958023
100448	0	17958024
100448	0	17958025
100448	0	17958026
100448	0	17958027
100448	0	17958028
100448	0	17958029
100448	1	17958030
100448	0	17958031
100448	1	17958032
100448	0	17958033
100448	1	17958034
100448	0	17958035
100448	0	17958036
100448	1	17958037
100448	0	17958038
100448	1	17958039
100448	1	17958040
100113	1	17958048
100113	1	17958049
100113	1	17958050
100113	1	17958051
100113	1	17958052
100113	1	17958053
100113	0	17958055
100113	0	17958056
100113	0	17958057
100113	0	17958058
100113	0	17958059
100113	0	17958060
100113	1	17958080
100113	1	17958081
100113	0	17958082
100113	0	17958083
100448	0	17958192
100448	0	17958193
100448	0	17958194
100448	0	17958195
100448	0	17958196
100448	1	17958197
100448	1	17958198
100448	1	17958199
100448	1	17958200
100448	1	17958201
100448	1	17958202
100448	1	17958203
100448	1	17958204
100448	1	17958205
100448	0	17958206
100448	0	17958207
100448	0	17958208
100448	0	17958209
100448	0	17958210
100113	1	17958222
100113	1	17958223
100113	0	17958224
100113	0	17958225
100113	0	17958226
100113	1	17958227
100113	1	17958228
100113	0	17958229
100113	0	17958230
100113	1	17958231
100113	1	17958232
100113	0	17958233
100113	0	17958234
100162	0	17958244
100162	0	17958245
100162	0	17958246
100162	0	17958247
100162	0	17958248
100162	0	17958249
100162	0	17958250
100162	0	17958251
100162	0	17958252
100162	0	17958253
100162	0	17958254
100162	0	17958255
100162	0	17958256
100162	0	17958257
100162	0	17958258
100162	1	17958259
100162	1	17958260
100162	1	17958261
100162	1	17958262
100162	1	17958263
100162	1	17958264
100162	1	17958265
100162	1	17958266
100162	1	17958267
100162	1	17958268
100162	1	17958269
100162	1	17958270
100162	1	17958271
100162	1	17958272
100162	1	17958273
100113	0	17958309
100113	0	17958310
100100	1	17958324
100113	1	17958327
100113	1	17958328
100113	1	17958329
100113	1	17958330
100113	1	17958331
100113	1	17958332
100113	0	17958333
100113	0	17958334
100113	0	17958335
100113	0	17958336
100113	0	17958337
100113	0	17958338
100100	0	17958343
100100	0	17958344
100100	0	17958345
100100	1	17958346
100100	1	17958347
100100	1	17958348
100100	0	17958349
100100	0	17958350
100100	1	17958351
100113	1	17958358
100113	1	17958359
100113	1	17958360
100113	1	17958361
100113	1	17958362
100113	1	17958363
100113	1	17958364
100113	1	17958365
100113	1	17958366
100113	1	17958367
100113	1	17958368
100113	1	17958369
100113	1	17958370
100113	1	17958371
100113	1	17958372
100113	1	17958373
100113	0	17958375
100113	0	17958376
100113	0	17958377
100113	0	17958378
100113	0	17958379
100113	0	17958380
100113	0	17958381
100113	0	17958382
100113	0	17958383
100113	0	17958384
100113	0	17958385
100113	0	17958386
100113	0	17958387
100113	0	17958388
100113	0	17958389
100113	0	17958390
100113	0	17958391
100113	0	17958392
100113	1	17958442
100113	0	17958444
100113	0	17958445
100100	0	17958464
100100	0	17958465
100100	0	17958466
100100	0	17958467
100100	0	17958468
100100	0	17958469
100100	1	17958470
100100	1	17958471
100100	1	17958472
100100	1	17958473
100100	1	17958477
100100	1	17958492
100100	1	17958493
100136	0	17958526
100136	0	17958527
100136	0	17958528
100136	0	17958529
100136	0	17958530
100136	0	17958531
100136	0	17958532
100136	0	17958533
100136	0	17958534
100136	0	17958535
100136	0	17958536
100136	0	17958537
100136	0	17958538
100136	0	17958539
100136	0	17958540
100136	0	17958541
100136	0	17958542
100136	0	17958543
100136	0	17958544
100136	0	17958545
100136	0	17958546
100136	0	17958547
100136	0	17958548
100136	0	17958549
100136	0	17958550
100136	0	17958551
100136	0	17958552
100136	0	17958553
100136	0	17958554
100136	0	17958555
100136	0	17958556
100136	1	17958557
100136	1	17958558
100136	1	17958559
100136	1	17958560
100136	1	17958561
100136	1	17958562
100136	1	17958563
100136	1	17958564
100136	1	17958565
100136	1	17958566
100136	1	17958567
100136	1	17958568
100136	1	17958569
100136	1	17958570
100136	1	17958571
100136	1	17958572
100136	1	17958573
100136	1	17958574
100136	1	17958575
100136	1	17958576
100136	1	17958577
100136	1	17958578
100136	1	17958579
100136	1	17958580
100136	1	17958581
100136	1	17958582
100136	1	17958583
100136	1	17958584
100136	1	17958585
100136	0	17958586
100136	1	17958587
100136	1	17958588
100136	1	17958589
100448	1	17958591
100448	1	17958592
100448	1	17958593
100448	1	17958594
100448	1	17958595
100448	1	17958596
100448	1	17958597
100448	1	17958598
100448	1	17958599
100448	1	17958600
100448	1	17958601
100448	1	17958602
100448	1	17958603
100448	1	17958604
100448	1	17958605
100448	1	17958606
100448	1	17958607
100448	1	17958608
100448	1	17958609
100448	1	17958610
100448	1	17958611
100448	1	17958612
100448	1	17958613
100448	1	17958614
100448	1	17958615
100448	1	17958616
100448	1	17958617
100448	1	17958618
100448	1	17958619
100448	1	17958620
100448	1	17958621
100448	1	17958622
100448	1	17958623
100128	1	17958624
100128	1	17958625
100128	1	17958626
100128	1	17958627
100128	1	17958628
100128	1	17958629
100128	0	17958630
100128	0	17958631
100128	0	17958632
100128	0	17958633
100128	0	17958634
100128	0	17958635
100128	1	17958648
100128	1	17958649
100128	1	17958650
100128	0	17958651
100128	0	17958652
100128	0	17958653
100128	1	17958660
100128	1	17958661
100128	1	17958662
100128	0	17958663
100128	0	17958664
100128	0	17958665
100448	0	17958672
100448	0	17958673
100448	0	17958674
100448	0	17958675
100448	0	17958676
100448	0	17958677
100448	0	17958678
100448	0	17958679
100448	0	17958680
100448	0	17958681
100448	0	17958682
100448	0	17958683
100448	0	17958684
100448	0	17958685
100448	0	17958686
100448	0	17958687
100448	0	17958688
100448	0	17958689
100448	0	17958690
100448	0	17958691
100448	0	17958692
100448	0	17958693
100448	0	17958694
100448	0	17958695
100448	0	17958696
100448	0	17958697
100448	0	17958698
100448	0	17958699
100448	0	17958700
100448	0	17958701
100448	0	17958702
100448	0	17958703
100448	0	17958704
100162	0	17958763
100162	0	17958764
100162	0	17958765
100162	0	17958766
100162	0	17958767
100162	0	17958768
100162	0	17958769
100162	0	17958770
100162	0	17958771
100162	0	17958772
100162	0	17958773
100162	0	17958774
100162	0	17958775
100162	0	17958776
100162	0	17958777
100162	0	17958778
100162	0	17958779
100162	0	17958780
100162	0	17958781
100162	0	17958782
100162	0	17958783
100162	0	17958784
100162	0	17958785
100162	0	17958786
100162	1	17958787
100162	1	17958788
100162	1	17958789
100162	1	17958790
100162	1	17958791
100162	1	17958792
100162	1	17958793
100162	1	17958794
100162	1	17958795
100162	1	17958796
100162	1	17958797
100162	1	17958798
100162	1	17958799
100162	1	17958800
100162	1	17958801
100162	1	17958802
100162	1	17958803
100162	1	17958804
100162	1	17958805
100162	1	17958806
100162	1	17958807
100162	1	17958808
100162	1	17958809
100162	1	17958810
100162	1	17958811
100162	0	17958812
100162	0	17958813
100136	1	18002677
100136	1	18002678
100136	1	18002679
100136	1	18002680
100136	1	18002681
100136	1	18002682
100136	1	18002683
100136	1	18002684
100136	1	18002685
100136	1	18002686
100136	1	18002687
100136	1	18002688
100136	1	18002689
100136	1	18002690
100136	1	18002691
100136	1	18002692
100136	1	18002693
100136	1	18002694
100136	1	18002695
100136	1	18002696
100136	1	18002697
100136	1	18002698
100136	1	18002699
100136	1	18002700
100136	1	18002701
100136	1	18002702
100136	1	18002703
100136	0	18002704
100136	0	18002705
100136	0	18002706
100136	0	18002707
100136	0	18002708
100136	0	18002709
100136	0	18002710
100136	0	18002711
100136	0	18002712
100136	0	18002713
100136	0	18002714
100136	0	18002715
100136	0	18002716
100136	0	18002717
100136	0	18002718
100136	0	18002719
100136	0	18002720
100136	0	18002721
100136	0	18002722
100136	0	18002723
100136	0	18002724
100136	0	18002725
100136	0	18002726
100136	0	18002727
100136	0	18002728
100136	0	18002729
100030	0	18007891
100030	0	18007893
100030	0	18007895
100030	0	18007897
100030	0	18007899
100030	0	18007901
100030	0	18007903
100030	0	18007905
100030	0	18007907
100030	0	18007909
100030	0	18007911
100030	0	18007913
100030	0	18007915
100030	0	18007917
100132	1	18007919
100132	1	18007920
100132	1	18007921
100132	1	18007922
100132	1	18007923
100132	1	18007924
100132	1	18007925
100132	1	18007926
100132	1	18007927
100132	1	18007928
100132	1	18007929
100132	1	18007930
100132	1	18007931
100132	1	18007932
100132	1	18007933
100132	1	18007934
100132	1	18007935
100132	1	18007936
100132	1	18007937
100132	1	18007938
100132	1	18007939
100132	1	18007940
100132	1	18007941
100132	1	18007942
100132	1	18007943
100132	1	18007944
100031	1	18007950
100132	0	18007951
100132	0	18007952
100132	0	18007953
100132	0	18007954
100132	0	18007955
100132	0	18007956
100132	0	18007957
100132	0	18007958
100132	0	18007959
100132	0	18007960
100132	0	18007961
100132	0	18007962
100132	0	18007963
100132	0	18007964
100132	0	18007965
100132	0	18007966
100132	0	18007967
100132	0	18007968
100132	0	18007969
100132	0	18007970
100132	0	18007971
100132	0	18007972
100132	0	18007973
100132	0	18007974
100132	0	18007975
100132	0	18007976
100132	0	18007977
100132	0	18007978
100030	0	18007981
100030	1	18007982
100031	1	18007983
100030	1	18007984
100031	1	18007985
100030	1	18007986
100031	1	18007987
100030	1	18007988
100031	1	18007989
100030	1	18007990
100031	1	18007991
100030	1	18007992
100031	1	18007993
100030	1	18007994
100031	1	18007995
100030	1	18007996
100031	1	18007997
100030	1	18007998
100031	1	18007999
100030	1	18008000
100031	1	18008001
100030	1	18008002
100031	1	18008003
100030	1	18008004
100031	1	18008005
100030	1	18008006
100031	1	18008007
100030	1	18008008
100031	1	18008009
100030	1	18008222
100218	0	18008261
100218	0	18008262
100218	0	18008264
100218	0	18008265
100218	0	18008266
100218	0	18008268
100218	0	18008269
100218	0	18008271
100218	0	18008273
100218	0	18008274
100218	0	18008275
100218	0	18008276
100218	0	18008277
100218	0	18008279
100218	0	18008280
100218	1	18008282
100218	1	18008283
100218	1	18008284
100218	1	18008286
100218	1	18008287
100218	1	18008288
100218	1	18008290
100218	1	18008291
100218	1	18008292
100218	1	18008293
100218	1	18008295
100218	1	18008296
100218	1	18008297
100218	1	18008298
100218	1	18008299
100218	1	18008300
100218	0	18008302
100194	1	18008304
100194	1	18008305
100194	1	18008307
100194	1	18008308
100194	1	18008310
100194	1	18008311
100194	1	18008312
100194	1	18008314
100194	1	18008315
100194	1	18008316
100194	1	18008318
100194	1	18008319
100194	1	18008320
100194	1	18008322
100194	1	18008323
100194	1	18008324
100194	0	18008326
100194	0	18008327
100194	0	18008328
100194	0	18008330
100194	0	18008331
100194	0	18008332
100194	0	18008334
100194	0	18008335
100194	0	18008336
100194	0	18008338
100194	0	18008339
100194	0	18008340
100194	0	18008342
100194	0	18008343
100194	0	18008344
100194	0	18008345
100249	0	18008347
100249	0	18008348
100249	0	18008349
100249	0	18008350
100249	0	18008351
100249	0	18008352
100249	0	18008353
100249	0	18008354
100249	0	18008355
100249	0	18008356
100249	0	18008357
100249	0	18008358
100249	0	18008359
100249	0	18008360
100249	0	18008361
100249	0	18008362
100249	0	18008363
100249	0	18008364
100249	0	18008365
100249	0	18008366
100249	0	18008367
100249	0	18008368
100249	0	18008369
100249	0	18008370
100249	0	18008371
100249	0	18008372
100249	0	18008373
100030	0	18008374
100030	0	18008376
100030	0	18008378
100228	1	18008381
100228	1	18008382
100228	1	18008383
100228	1	18008384
100228	1	18008385
100228	1	18008386
100228	1	18008387
100228	1	18008388
100228	1	18008389
100228	1	18008390
100228	1	18008391
100228	1	18008392
100228	1	18008393
100228	1	18008394
100228	1	18008395
100228	1	18008396
100228	1	18008397
100228	1	18008398
100228	1	18008399
100228	1	18008400
100228	1	18008401
100228	1	18008402
100228	1	18008403
100228	1	18008404
100228	1	18008405
100228	1	18008406
100228	1	18008407
100228	1	18008408
100228	1	18008409
100228	1	18008410
100228	1	18008411
100228	1	18008412
100228	1	18008413
100228	1	18008414
100228	1	18008415
100228	1	18008416
100228	1	18008417
100228	1	18008418
100228	1	18008419
100228	1	18008420
100228	1	18008421
100228	1	18008422
100228	1	18008423
100228	1	18008424
100228	1	18008425
100228	1	18008426
100228	1	18008427
100228	1	18008428
100228	1	18008429
100228	1	18008430
100228	1	18008431
100228	1	18008432
100228	1	18008433
100228	1	18008434
100228	1	18008435
100228	1	18008436
100228	1	18008437
100228	1	18008438
100249	1	18008492
100249	1	18008493
100249	1	18008494
100249	1	18008495
100249	1	18008496
100249	1	18008497
100249	1	18008498
100249	1	18008499
100249	1	18008500
100249	1	18008501
100249	1	18008502
100249	1	18008503
100249	1	18008504
100249	1	18008505
100249	1	18008506
100249	1	18008507
100249	1	18008508
100249	1	18008509
100249	1	18008510
100249	1	18008511
100249	1	18008512
100249	1	18008513
100249	1	18008514
100249	1	18008515
100249	1	18008516
100249	1	18008517
100249	1	18008518
100228	1	18008522
100228	1	18008523
100228	1	18008524
100228	1	18008525
100228	1	18008526
100228	1	18008527
100228	1	18008528
100228	1	18008529
100228	1	18008530
100228	1	18008531
100228	1	18008532
100228	1	18008533
100228	1	18008534
100228	1	18008535
100228	1	18008536
100228	1	18008537
100228	1	18008538
100228	1	18008539
100228	1	18008540
100228	1	18008541
100228	1	18008542
100228	1	18008543
100228	1	18008544
100228	1	18008545
100228	1	18008546
100228	1	18008547
100228	1	18008548
100228	1	18008549
100228	1	18008550
100228	1	18008551
100228	1	18008552
100228	1	18008553
100228	1	18008554
100228	1	18008555
100228	1	18008556
100228	1	18008557
100228	1	18008558
100228	1	18008559
100228	1	18008560
100228	1	18008561
100228	1	18008562
100228	1	18008563
100228	1	18008564
100228	1	18008565
100228	1	18008566
100228	1	18008567
100228	1	18008568
100228	1	18008569
100228	1	18008570
100228	1	18008571
100228	1	18008572
100228	1	18008573
100228	1	18008574
100228	1	18008575
100228	1	18008576
100228	1	18008577
100228	1	18008578
100228	1	18008579
100228	0	18008631
100228	0	18008632
100228	0	18008633
100228	0	18008634
100228	0	18008635
100228	0	18008636
100228	0	18008637
100228	0	18008638
100228	0	18008639
