trip_headsign	direction_id	trip_id
SAND POINT VIA UNIVERSITY DISTRICT	0	18010445
SAND POINT VIA UNIVERSITY DISTRICT	0	18010446
SAND POINT VIA UNIVERSITY DISTRICT	0	18010447
SAND POINT VIA UNIVERSITY DISTRICT	0	18010448
SAND POINT VIA UNIVERSITY DISTRICT	0	18010449
SAND POINT VIA UNIVERSITY DISTRICT	0	18010450
SAND POINT VIA UNIVERSITY DISTRICT	0	18010451
SAND POINT VIA UNIVERSITY DISTRICT	0	18010452
SAND POINT VIA UNIVERSITY DISTRICT	0	18010453
SAND POINT VIA UNIVERSITY DISTRICT	0	18010454
SAND POINT VIA UNIVERSITY DISTRICT	0	18010455
SAND POINT VIA UNIVERSITY DISTRICT	0	18010456
SAND POINT VIA UNIVERSITY DISTRICT	0	18010457
SAND POINT VIA UNIVERSITY DISTRICT	0	18010458
SAND POINT VIA UNIVERSITY DISTRICT	0	18010459
SAND POINT VIA UNIVERSITY DISTRICT	0	18010460
SAND POINT VIA UNIVERSITY DISTRICT	0	18010461
SAND POINT VIA UNIVERSITY DISTRICT	0	18010462
SAND POINT VIA UNIVERSITY DISTRICT	0	18010463
SAND POINT VIA UNIVERSITY DISTRICT	0	18010464
SAND POINT VIA UNIVERSITY DISTRICT	0	18010465
SAND POINT VIA UNIVERSITY DISTRICT	0	18010466
SAND POINT VIA UNIVERSITY DISTRICT	0	18010467
SAND POINT VIA UNIVERSITY DISTRICT	0	18010468
SAND POINT VIA UNIVERSITY DISTRICT	0	18010469
SAND POINT VIA UNIVERSITY DISTRICT	0	18010470
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010471
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010472
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010473
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010474
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010475
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010476
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010477
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010478
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010479
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010480
SAND POINT VIA UNIVERSITY DISTRICT	0	18010481
SAND POINT VIA UNIVERSITY DISTRICT	0	18010482
SAND POINT VIA UNIVERSITY DISTRICT	0	18010483
SAND POINT VIA UNIVERSITY DISTRICT	0	18010484
SAND POINT VIA UNIVERSITY DISTRICT	0	18010485
SAND POINT VIA UNIVERSITY DISTRICT	0	18010486
SAND POINT VIA UNIVERSITY DISTRICT	0	18010487
SAND POINT VIA UNIVERSITY DISTRICT	0	18010488
SAND POINT VIA UNIVERSITY DISTRICT	0	18010489
SAND POINT VIA UNIVERSITY DISTRICT	0	18010490
SAND POINT VIA UNIVERSITY DISTRICT	0	18010491
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010492
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010493
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010494
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010495
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010496
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010497
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010498
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010499
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010500
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010501
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010502
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010503
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010504
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010505
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010506
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010507
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010508
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010509
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010510
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010511
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010512
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010513
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010514
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010515
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010516
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010517
SEATTLE CENTER VIA UNIVERSITY DISTRICT	1	18010518
SHILSHOLE VIA FREMONT	0	18010519
SHILSHOLE VIA FREMONT	0	18010520
SHILSHOLE VIA FREMONT	0	18010521
SHILSHOLE VIA FREMONT	0	18010522
E MAGNOLIA VIA SEATTLE CENTER	0	18010524
E MAGNOLIA VIA SEATTLE CENTER	0	18010525
E MAGNOLIA VIA SEATTLE CENTER	0	18010526
E MAGNOLIA VIA SEATTLE CENTER	0	18010527
E MAGNOLIA VIA SEATTLE CENTER	0	18010528
UNIVERSITY DISTRICT	1	18010529
UNIVERSITY DISTRICT	1	18010530
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010531
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010532
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010533
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010534
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010535
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010536
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010537
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010538
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010539
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010540
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010541
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010542
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010543
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010544
HIGHLINE CC VIA GEORGETOWN	0	18010545
OTHELLO STATION VIA SEWARD PARK	0	18010546
OTHELLO STATION VIA SEWARD PARK	0	18010547
OTHELLO STATION VIA SEWARD PARK	0	18010550
OTHELLO STATION VIA SEWARD PARK	0	18010551
OTHELLO STATION VIA SEWARD PARK	0	18010553
HIGHLINE CC VIA GEORGETOWN	0	18010555
OTHELLO STATION VIA SEWARD PARK	0	18010558
HIGHLINE CC VIA GEORGETOWN	0	18010561
OTHELLO STATION VIA SEWARD PARK	0	18010562
OTHELLO STATION VIA SEWARD PARK	0	18010564
HIGHLINE CC VIA GEORGETOWN	0	18010565
OTHELLO STATION VIA SEWARD PARK	0	18010567
HIGHLINE CC VIA GEORGETOWN	0	18010568
OTHELLO STATION VIA SEWARD PARK	0	18010569
BURIEN TC VIA GEORGETOWN	0	18010571
OTHELLO STATION VIA SEWARD PARK	0	18010572
OTHELLO STATION VIA SEWARD PARK	0	18010574
BURIEN TC VIA GEORGETOWN	0	18010575
OTHELLO STATION VIA SEWARD PARK	0	18010577
BURIEN TC VIA GEORGETOWN	0	18010579
OTHELLO STATION VIA SEWARD PARK	0	18010580
OTHELLO STATION VIA SEWARD PARK	0	18010581
OTHELLO STATION VIA SEWARD PARK	0	18010583
OTHELLO STATION VIA SEWARD PARK	0	18010585
OTHELLO STATION VIA SEWARD PARK	0	18010587
BURIEN TC VIA GEORGETOWN	0	18010588
OTHELLO STATION VIA SEWARD PARK	0	18010589
BURIEN TC VIA GEORGETOWN	0	18010590
OTHELLO STATION VIA SEWARD PARK	0	18010591
OTHELLO STATION VIA SEWARD PARK	0	18010593
HIGHLINE CC VIA GEORGETOWN	0	18010594
OTHELLO STATION VIA SEWARD PARK	0	18010595
HIGHLINE CC VIA GEORGETOWN	0	18010597
HIGHLINE CC VIA GEORGETOWN	0	18010599
HIGHLINE CC VIA GEORGETOWN	0	18010601
RAINIER BEACH VIA EXPRESS	0	18010608
RAINIER BEACH VIA EXPRESS	0	18010609
RAINIER BEACH VIA EXPRESS	0	18010610
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010611
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010612
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010613
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010614
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010615
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010616
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010617
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010618
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010619
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010620
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010621
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010622
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010623
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010624
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010625
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010626
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010627
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010628
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010629
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010630
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010631
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010632
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010633
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010634
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010635
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010636
SEATTLE CENTER VIA MARTIN LUTHER KING JUNIOR WAY SOUTH	0	18010637
UNIVERSITY DISTRICT	1	18010639
UNIVERSITY DISTRICT	1	18010640
UNIVERSITY DISTRICT	1	18010641
UNIVERSITY DISTRICT	1	18010642
UNIVERSITY DISTRICT	1	18010643
UNIVERSITY DISTRICT	1	18010644
UNIVERSITY DISTRICT	1	18010645
UNIVERSITY DISTRICT - Express	1	18010646
UNIVERSITY DISTRICT	1	18010647
UNIVERSITY DISTRICT	1	18010648
UNIVERSITY DISTRICT - Express	1	18010649
UNIVERSITY DISTRICT	1	18010650
UNIVERSITY DISTRICT	1	18010651
UNIVERSITY DISTRICT - Express	1	18010652
UNIVERSITY DISTRICT	1	18010653
UNIVERSITY DISTRICT	1	18010654
UNIVERSITY DISTRICT	1	18010655
UNIVERSITY DISTRICT	1	18010656
UNIVERSITY DISTRICT	1	18010657
UNIVERSITY DISTRICT	1	18010658
UNIVERSITY DISTRICT	1	18010659
UNIVERSITY DISTRICT	1	18010660
UNIVERSITY DISTRICT	1	18010661
UNIVERSITY DISTRICT	1	18010662
UNIVERSITY DISTRICT	1	18010663
UNIVERSITY DISTRICT	1	18010664
UNIVERSITY DISTRICT	1	18010665
UNIVERSITY DISTRICT	1	18010666
UNIVERSITY DISTRICT	1	18010667
UNIVERSITY DISTRICT	1	18010668
UNIVERSITY DISTRICT	1	18010669
UNIVERSITY DISTRICT	1	18010670
UNIVERSITY DISTRICT	1	18010671
UNIVERSITY DISTRICT	1	18010672
UNIVERSITY DISTRICT	1	18010673
UNIVERSITY DISTRICT	1	18010674
UNIVERSITY DISTRICT	1	18010675
UNIVERSITY DISTRICT	1	18010676
UNIVERSITY DISTRICT	1	18010677
UNIVERSITY DISTRICT	1	18010678
UNIVERSITY DISTRICT	1	18010679
UNIVERSITY DISTRICT	1	18010680
UNIVERSITY DISTRICT	1	18010681
UNIVERSITY DISTRICT	1	18010682
UNIVERSITY DISTRICT	1	18010683
UNIVERSITY DISTRICT	1	18010684
UNIVERSITY DISTRICT	1	18010685
UNIVERSITY DISTRICT	1	18010686
UNIVERSITY DISTRICT	1	18010687
UNIVERSITY DISTRICT	1	18010688
UNIVERSITY DISTRICT	1	18010689
UNIVERSITY DISTRICT	1	18010690
UNIVERSITY DISTRICT	1	18010691
UNIVERSITY DISTRICT	1	18010692
UNIVERSITY DISTRICT	1	18010693
UNIVERSITY DISTRICT	1	18010694
UNIVERSITY DISTRICT	1	18010695
UNIVERSITY DISTRICT	1	18010696
UNIVERSITY DISTRICT	1	18010697
UNIVERSITY DISTRICT	1	18010698
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010699
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010700
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010701
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010702
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010703
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010706
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010707
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010708
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010709
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010710
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010711
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010712
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010714
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010716
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010717
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010718
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010719
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010720
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010721
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010722
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010723
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010724
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010725
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010726
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010727
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010729
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010731
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010732
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010733
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010734
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010735
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010736
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010737
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010738
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010739
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010740
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010741
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010742
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010743
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010744
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010745
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010746
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010747
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010748
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010749
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010750
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010751
DOWNTOWN SEATTLE VIA SEATTLE CENTER	1	18010752
W MAGNOLIA VIA SEATTLE CENTER	0	18010761
W MAGNOLIA VIA SEATTLE CENTER	0	18010762
MAGNOLIA VIA SEATTLE CENTER	0	18010764
MAGNOLIA VIA SEATTLE CENTER	0	18010765
MAGNOLIA VIA SEATTLE CENTER	0	18010767
W MAGNOLIA VIA SEATTLE CENTER	0	18010768
W MAGNOLIA VIA SEATTLE CENTER	0	18010769
W MAGNOLIA VIA SEATTLE CENTER	0	18010770
E MAGNOLIA VIA SEATTLE CENTER	0	18010771
MAGNOLIA VIA SEATTLE CENTER	0	18010772
MAGNOLIA VIA SEATTLE CENTER	0	18010773
E MAGNOLIA VIA SEATTLE CENTER	0	18010774
E MAGNOLIA VIA SEATTLE CENTER	0	18010775
MAGNOLIA VIA SEATTLE CENTER	0	18010776
E MAGNOLIA VIA SEATTLE CENTER	0	18010777
W MAGNOLIA VIA SEATTLE CENTER	0	18010778
E MAGNOLIA VIA SEATTLE CENTER	0	18010779
W MAGNOLIA VIA SEATTLE CENTER	0	18010780
W MAGNOLIA VIA SEATTLE CENTER	0	18010781
W MAGNOLIA VIA SEATTLE CENTER	0	18010782
E MAGNOLIA VIA SEATTLE CENTER	0	18010783
W MAGNOLIA VIA SEATTLE CENTER	0	18010784
W MAGNOLIA VIA SEATTLE CENTER	0	18010785
E MAGNOLIA VIA SEATTLE CENTER	0	18010786
W MAGNOLIA VIA SEATTLE CENTER	0	18010787
W MAGNOLIA VIA SEATTLE CENTER	0	18010788
E MAGNOLIA VIA SEATTLE CENTER	0	18010789
W MAGNOLIA VIA SEATTLE CENTER	0	18010790
W MAGNOLIA VIA SEATTLE CENTER	0	18010791
E MAGNOLIA VIA SEATTLE CENTER	0	18010792
W MAGNOLIA VIA SEATTLE CENTER	0	18010793
W MAGNOLIA VIA SEATTLE CENTER	0	18010794
E MAGNOLIA VIA SEATTLE CENTER	0	18010795
W MAGNOLIA VIA SEATTLE CENTER	0	18010796
W MAGNOLIA VIA SEATTLE CENTER	0	18010797
W MAGNOLIA VIA SEATTLE CENTER	0	18010798
E MAGNOLIA VIA SEATTLE CENTER	0	18010799
W MAGNOLIA VIA SEATTLE CENTER	0	18010800
E MAGNOLIA VIA SEATTLE CENTER	0	18010801
W MAGNOLIA VIA SEATTLE CENTER	0	18010802
MAGNOLIA VIA SEATTLE CENTER	0	18010803
E MAGNOLIA VIA SEATTLE CENTER	0	18010804
W MAGNOLIA VIA SEATTLE CENTER	0	18010805
W MAGNOLIA VIA SEATTLE CENTER	0	18010806
E MAGNOLIA VIA SEATTLE CENTER	0	18010807
W MAGNOLIA VIA SEATTLE CENTER	0	18010808
E MAGNOLIA VIA SEATTLE CENTER	0	18010809
W MAGNOLIA VIA SEATTLE CENTER	0	18010810
W MAGNOLIA VIA SEATTLE CENTER	0	18010811
E MAGNOLIA VIA SEATTLE CENTER	0	18010812
E MAGNOLIA VIA SEATTLE CENTER	0	18010815
E MAGNOLIA VIA SEATTLE CENTER	0	18010817
UNIVERSITY DISTRICT	1	18010820
UNIVERSITY DISTRICT	1	18010821
UNIVERSITY DISTRICT	1	18010822
E MAGNOLIA VIA SEATTLE CENTER	0	18010847
UNIVERSITY DISTRICT	1	18010864
UNIVERSITY DISTRICT	1	18010865
UNIVERSITY DISTRICT	1	18010866
UNIVERSITY DISTRICT	1	18010867
UNIVERSITY DISTRICT	1	18010868
UNIVERSITY DISTRICT	1	18010869
UNIVERSITY DISTRICT	1	18010870
UNIVERSITY DISTRICT	1	18010871
UNIVERSITY DISTRICT	1	18010872
UNIVERSITY DISTRICT	1	18010873
UNIVERSITY DISTRICT	1	18010874
UNIVERSITY DISTRICT	1	18010875
UNIVERSITY DISTRICT	1	18010876
UNIVERSITY DISTRICT	1	18010877
UNIVERSITY DISTRICT	1	18010878
UNIVERSITY DISTRICT	1	18010879
UNIVERSITY DISTRICT	1	18010880
UNIVERSITY DISTRICT	1	18010881
UNIVERSITY DISTRICT	1	18010882
UNIVERSITY DISTRICT	1	18010883
UNIVERSITY DISTRICT	1	18010884
UNIVERSITY DISTRICT	1	18010885
UNIVERSITY DISTRICT	1	18010886
UNIVERSITY DISTRICT	1	18010887
UNIVERSITY DISTRICT	1	18010888
UNIVERSITY DISTRICT	1	18010889
UNIVERSITY DISTRICT	1	18010890
UNIVERSITY DISTRICT	1	18010891
UNIVERSITY DISTRICT	1	18010892
UNIVERSITY DISTRICT	1	18010893
UNIVERSITY DISTRICT	1	18010894
UNIVERSITY DISTRICT	1	18010895
UNIVERSITY DISTRICT	1	18010896
UNIVERSITY DISTRICT	1	18010897
DOWNTOWN SEATTLE VIA COLUMBIA CITY	1	18010898
DOWNTOWN SEATTLE VIA COLUMBIA CITY	1	18010899
DOWNTOWN SEATTLE VIA COLUMBIA CITY	1	18010900
DOWNTOWN SEATTLE VIA EXPRESS	1	18010901
DOWNTOWN SEATTLE VIA COLUMBIA CITY	1	18010902
DOWNTOWN SEATTLE VIA EXPRESS	1	18010903
DOWNTOWN SEATTLE VIA COLUMBIA CITY	1	18010904
DOWNTOWN SEATTLE VIA COLUMBIA CITY	1	18010905
DOWNTOWN SEATTLE VIA COLUMBIA CITY	1	18010906
DOWNTOWN SEATTLE VIA COLUMBIA CITY	1	18010907
DOWNTOWN SEATTLE VIA COLUMBIA CITY	1	18010908
UNIVERSITY DISTRICT	1	18010909
UNIVERSITY DISTRICT	1	18010910
UNIVERSITY DISTRICT	1	18010911
UNIVERSITY DISTRICT	1	18010912
UNIVERSITY DISTRICT	1	18010913
UNIVERSITY DISTRICT	1	18010914
UNIVERSITY DISTRICT	1	18010915
UNIVERSITY DISTRICT	1	18010916
UNIVERSITY DISTRICT	1	18010917
UNIVERSITY DISTRICT	1	18010918
UNIVERSITY DISTRICT	1	18010919
UNIVERSITY DISTRICT	1	18010920
UNIVERSITY DISTRICT	1	18010921
UNIVERSITY DISTRICT	1	18010922
UNIVERSITY DISTRICT	1	18010923
UNIVERSITY DISTRICT	1	18010924
UNIVERSITY DISTRICT	1	18010925
UNIVERSITY DISTRICT	1	18010926
UNIVERSITY DISTRICT	1	18010927
UNIVERSITY DISTRICT	1	18010928
UNIVERSITY DISTRICT	1	18010929
UNIVERSITY DISTRICT	1	18010930
UNIVERSITY DISTRICT	1	18010931
UNIVERSITY DISTRICT	1	18010932
UNIVERSITY DISTRICT	1	18010933
UNIVERSITY DISTRICT	1	18010934
UNIVERSITY DISTRICT	1	18010935
UNIVERSITY DISTRICT	1	18010936
UNIVERSITY DISTRICT	1	18010937
UNIVERSITY DISTRICT	1	18010938
UNIVERSITY DISTRICT	1	18010939
UNIVERSITY DISTRICT	1	18010940
UNIVERSITY DISTRICT	1	18010941
UNIVERSITY DISTRICT	1	18010942
UNIVERSITY DISTRICT	1	18010943
UNIVERSITY DISTRICT	1	18010944
UNIVERSITY DISTRICT	1	18010945
QUEEN ANNE	0	18010946
QUEEN ANNE	0	18010947
QUEEN ANNE	0	18010948
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010949
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010951
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010952
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010953
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010954
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010955
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010956
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010957
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010958
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010959
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010960
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010961
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010962
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010963
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010964
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010965
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010966
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010967
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010968
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010969
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010970
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010971
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010972
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010973
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010974
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010975
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010976
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010977
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010978
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010979
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010980
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010981
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010982
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010983
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010984
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010985
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010986
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010987
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010988
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010989
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010991
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010992
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010993
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010994
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010995
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010996
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010997
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010998
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18010999
DOWNTOWN SEATTLE VIA WALLINGFORD	1	18011000
MOUNT BAKER TRANSIT CENTER VIA 23RD AVE	0	18011001
MOUNT BAKER TRANSIT CENTER VIA 23RD AVE	0	18011002
LOYAL HEIGHTS	0	18011003
LOYAL HEIGHTS	0	18011005
MOUNT BAKER TRANSIT CENTER VIA 23RD AVE	0	18011006
MOUNT BAKER TRANSIT CENTER VIA 23RD AVE	0	18011007
MOUNT BAKER TRANSIT CENTER VIA 23RD AVE	0	18011008
LOYAL HEIGHTS	0	18011009
MOUNT BAKER TRANSIT CENTER VIA 23RD AVE	0	18011010
LOYAL HEIGHTS	0	18011011
MOUNT BAKER TRANSIT CENTER VIA 23RD AVE	0	18011012
MOUNT BAKER TRANSIT CENTER VIA 23RD AVE	0	18011013
LOYAL HEIGHTS	0	18011014
LOYAL HEIGHTS	0	18011015
