trip_headsign	direction_id	trip_id
LAKE UNION VIA FRED HUTCHISON CANCER CTR	0	11367873
LAKE UNION VIA FRED HUTCHISON CANCER CTR	0	11367874
LAKE UNION VIA FRED HUTCHISON CANCER CTR	0	11367875
LAKE UNION VIA FRED HUTCHISON CANCER CTR	0	11367876
LAKE UNION VIA FRED HUTCHISON CANCER CTR	0	11367877
DOWNTOWN SEATTLE VIA PACIFIC PLACE STATION	1	11367878
NORTHEAST 75TH STREET ONLY	0	11259712
UNIVERSITY DISTRICT	1	11259713
UNIVERSITY DISTRICT	1	11259714
NORTHGATE VIA LAKE CITY	0	11259715
UNIVERSITY DISTRICT	1	11259716
UNIVERSITY DISTRICT VIA FREMONT	1	11259718
NORTHGATE VIA UNIVERSITY VILLAGE	0	11259719
NORTHGATE VIA UNIVERSITY VILLAGE	0	11259720
UNIVERSITY DISTRICT VIA WEDGWOOD	1	11259730
UNIVERSITY DISTRICT VIA WEDGWOOD	1	11259731
SHORELINE CC VIA FIRCREST	0	11259733
UNIVERSITY DISTRICT VIA LAKE CITY	1	11259736
UNIVERSITY DISTRICT VIA LAKE CITY	1	11259737
UNIVERSITY DISTRICT VIA LAKE CITY	1	11259738
UNIVERSITY DISTRICT VIA LAKE CITY	1	11259739
UNIVERSITY DISTRICT VIA LAKE CITY	1	11259740
UNIVERSITY DISTRICT VIA LAKE CITY	1	11259741
UNIVERSITY DISTRICT VIA LAKE CITY	1	11259742
KENMORE P&R VIA LAKE CITY	0	11259743
UNIVERSITY DISTRICT VIA LAKE CITY	1	11259744
S RENTON P&R VIA I-405	0	11334492
MERCER ISLAND	0	11453568
MERCER ISLAND	0	11453569
UNIVERSITY DISTRICT VIA HOUGHTON P&R	1	11453573
JUANITA VIA HOUGHTON P&R	0	13146589
UNIVERSITY DISTRICT VIA WEDGWOOD	1	15416423
UNIVERSITY DISTRICT VIA HOUGHTON P&R	1	16882606
UNIVERSITY DISTRICT VIA UNIVERSITY VILLAGE	1	17597168
NORTHGATE VIA UNIVERSITY VILLAGE	0	17633490
UNIVERSITY DISTRICT	1	17749070
UNIVERSITY DISTRICT VIA BELLEVUE	1	17777042
UNIVERSITY DISTRICT VIA BELLEVUE	1	17777043
UNIVERSITY DISTRICT VIA BELLEVUE	1	17777044
UNIVERSITY DISTRICT VIA BELLEVUE	1	17785844
UNIVERSITY DISTRICT VIA BELLEVUE	1	17785846
UNIVERSITY DISTRICT VIA BELLEVUE	1	17785848
UNIVERSITY DISTRICT VIA BELLEVUE	1	17785849
UNIVERSITY DISTRICT VIA BELLEVUE	1	17785853
UNIVERSITY DISTRICT VIA BELLEVUE	1	17785922
S MERCER ISLAND	0	17948640
N MERCER ISLAND	1	17948641
N MERCER ISLAND	1	17948642
N MERCER ISLAND	1	17948643
N MERCER ISLAND	1	17948644
N MERCER ISLAND	1	17948645
N MERCER ISLAND	1	17948646
N MERCER ISLAND	1	17948647
N MERCER ISLAND	1	17948648
N MERCER ISLAND	1	17948649
N MERCER ISLAND	1	17948650
N MERCER ISLAND	1	17948651
N MERCER ISLAND	1	17948652
N MERCER ISLAND	1	17948653
N MERCER ISLAND	1	17948654
N MERCER ISLAND	1	17948655
N MERCER ISLAND	1	17955956
N MERCER ISLAND	1	17955957
N MERCER ISLAND	1	17955958
N MERCER ISLAND	1	17955959
N MERCER ISLAND	1	17955960
N MERCER ISLAND	1	17955961
MERCER ISLAND P&R VIA SHOREWOOD	1	17955962
MERCER ISLAND P&R VIA SHOREWOOD	1	17955963
MERCER ISLAND P&R VIA SHOREWOOD	1	17955964
MERCER ISLAND P&R VIA SHOREWOOD	1	17955965
MERCER ISLAND P&R VIA SHOREWOOD	1	17955966
MERCER ISLAND P&R VIA SHOREWOOD	1	17955967
MERCER ISLAND P&R VIA SHOREWOOD	1	17955968
MERCER ISLAND P&R VIA SHOREWOOD	1	17955969
MERCER ISLAND P&R VIA SHOREWOOD	1	17955970
MERCER ISLAND P&R VIA SHOREWOOD	1	17955971
MERCER ISLAND P&R VIA SHOREWOOD	0	17955972
S MERCER ISLAND	0	17955973
MERCER ISLAND P&R VIA COVENANT SHORES	0	17955974
S MERCER ISLAND	0	17955975
MERCER ISLAND P&R VIA SHOREWOOD	0	17955976
S MERCER ISLAND	0	17955977
MERCER ISLAND P&R VIA COVENANT SHORES	0	17955978
S MERCER ISLAND	0	17955979
MERCER ISLAND P&R VIA SHOREWOOD	0	17955980
S MERCER ISLAND	0	17955981
MERCER ISLAND P&R VIA COVENANT SHORES	0	17955982
S MERCER ISLAND	0	17955983
MERCER ISLAND P&R VIA SHOREWOOD	0	17955984
S MERCER ISLAND	0	17955985
MERCER ISLAND P&R VIA COVENANT SHORES	0	17955986
S MERCER ISLAND	0	17955987
MERCER ISLAND P&R VIA SHOREWOOD	0	17955988
S MERCER ISLAND	0	17955989
MERCER ISLAND P&R VIA COVENANT SHORES	0	17955990
S MERCER ISLAND	0	17955991
MERCER ISLAND P&R VIA SHOREWOOD	0	17955992
S MERCER ISLAND	0	17955993
MERCER ISLAND P&R VIA COVENANT SHORES	0	17955994
S MERCER ISLAND	0	17955995
MERCER ISLAND P&R VIA SHOREWOOD	0	17955996
S MERCER ISLAND	0	17955997
MERCER ISLAND P&R VIA COVENANT SHORES	0	17955998
S MERCER ISLAND	0	17955999
MERCER ISLAND P&R VIA SHOREWOOD	0	17956000
MERCER ISLAND P&R VIA COVENANT SHORES	0	17956001
S MERCER ISLAND	0	17956002
MERCER ISLAND P&R VIA SHOREWOOD	0	17956003
S MERCER ISLAND	0	17956004
MERCER ISLAND P&R VIA COVENANT SHORES	0	17956005
S MERCER ISLAND	0	17956006
MERCER ISLAND P&R VIA SHOREWOOD	0	17956007
S MERCER ISLAND	0	17956008
MERCER ISLAND P&R VIA COVENANT SHORES	0	17956009
S MERCER ISLAND	0	17956010
MERCER ISLAND P&R VIA COVENANT SHORES	1	17956011
MERCER ISLAND P&R VIA COVENANT SHORES	1	17956012
MERCER ISLAND P&R VIA COVENANT SHORES	1	17956013
MERCER ISLAND P&R VIA COVENANT SHORES	1	17956014
MERCER ISLAND P&R VIA COVENANT SHORES	1	17956015
MERCER ISLAND P&R VIA COVENANT SHORES	1	17956016
MERCER ISLAND P&R VIA COVENANT SHORES	1	17956017
MERCER ISLAND P&R VIA COVENANT SHORES	1	17956018
MERCER ISLAND P&R VIA COVENANT SHORES	1	17956019
MERCER ISLAND P&R VIA COVENANT SHORES	1	17956020
MERCER ISLAND P&R VIA SHOREWOOD	1	17956772
N MERCER ISLAND	1	17956773
N MERCER ISLAND	1	17956774
N MERCER ISLAND	1	17956775
N MERCER ISLAND	1	17956776
N MERCER ISLAND	1	17956777
N MERCER ISLAND	1	17956778
N MERCER ISLAND	1	17956779
N MERCER ISLAND	1	17956780
N MERCER ISLAND	1	17956781
N MERCER ISLAND	1	17956782
N MERCER ISLAND	1	17956783
N MERCER ISLAND	1	17956784
N MERCER ISLAND	1	17956785
N MERCER ISLAND	1	17956786
N MERCER ISLAND	1	17956787
MERCER ISLAND P&R VIA SHOREWOOD	1	17956788
MERCER ISLAND P&R VIA SHOREWOOD	1	17956789
MERCER ISLAND P&R VIA SHOREWOOD	1	17956790
MERCER ISLAND P&R VIA SHOREWOOD	1	17956791
MERCER ISLAND P&R VIA SHOREWOOD	1	17956792
MERCER ISLAND P&R VIA SHOREWOOD	1	17956793
MERCER ISLAND P&R VIA COVENANT SHORES	0	17956794
S MERCER ISLAND	0	17956795
MERCER ISLAND P&R VIA SHOREWOOD	0	17956796
S MERCER ISLAND	0	17956797
MERCER ISLAND P&R VIA COVENANT SHORES	0	17956798
S MERCER ISLAND	0	17956799
MERCER ISLAND P&R VIA SHOREWOOD	0	17956800
S MERCER ISLAND	0	17956801
MERCER ISLAND P&R VIA COVENANT SHORES	0	17956802
S MERCER ISLAND	0	17956803
MERCER ISLAND P&R VIA SHOREWOOD	0	17956804
S MERCER ISLAND	0	17956805
MERCER ISLAND P&R VIA COVENANT SHORES	0	17956806
S MERCER ISLAND	0	17956807
MERCER ISLAND P&R VIA SHOREWOOD	0	17956808
S MERCER ISLAND	0	17956809
MERCER ISLAND P&R VIA COVENANT SHORES	0	17956810
S MERCER ISLAND	0	17956811
MERCER ISLAND P&R VIA SHOREWOOD	0	17956812
S MERCER ISLAND	0	17956813
MERCER ISLAND P&R VIA COVENANT SHORES	0	17956814
S MERCER ISLAND	0	17956815
MERCER ISLAND P&R VIA SHOREWOOD	0	17956816
S MERCER ISLAND	0	17956817
MERCER ISLAND P&R VIA COVENANT SHORES	0	17956818
S MERCER ISLAND	0	17956819
MERCER ISLAND P&R VIA SHOREWOOD	0	17956820
S MERCER ISLAND	0	17956821
MERCER ISLAND P&R VIA COVENANT SHORES	0	17956822
S MERCER ISLAND	0	17956823
MERCER ISLAND P&R VIA COVENANT SHORES	1	17956824
MERCER ISLAND P&R VIA COVENANT SHORES	1	17956825
MERCER ISLAND P&R VIA COVENANT SHORES	1	17956826
MERCER ISLAND P&R VIA COVENANT SHORES	1	17956827
MERCER ISLAND P&R VIA COVENANT SHORES	1	17956828
MERCER ISLAND P&R VIA COVENANT SHORES	1	17956829
MERCER ISLAND P&R VIA COVENANT SHORES	1	17956830
MERCER ISLAND P&R VIA COVENANT SHORES	1	17956831
KIRKLAND VIA TOTEM LAKE	1	17957961
KIRKLAND VIA TOTEM LAKE	1	17957962
KIRKLAND VIA TOTEM LAKE	1	17957963
KIRKLAND VIA TOTEM LAKE	1	17957964
KIRKLAND VIA TOTEM LAKE	1	17957965
KIRKLAND VIA TOTEM LAKE	1	17957966
KIRKLAND VIA TOTEM LAKE	1	17957967
KIRKLAND VIA TOTEM LAKE	1	17957968
KIRKLAND VIA TOTEM LAKE	1	17957969
WOODINVILLE VIA TOTEM LAKE	0	17957970
WOODINVILLE VIA TOTEM LAKE	0	17957971
WOODINVILLE VIA TOTEM LAKE	0	17957972
WOODINVILLE VIA TOTEM LAKE	0	17957973
WOODINVILLE VIA TOTEM LAKE	0	17957974
WOODINVILLE VIA TOTEM LAKE	0	17957975
WOODINVILLE VIA TOTEM LAKE	0	17957976
WOODINVILLE VIA TOTEM LAKE	0	17957977
WOODINVILLE VIA TOTEM LAKE	0	17957978
AVONDALE VIA REDMOND	0	17957997
AVONDALE VIA REDMOND	0	17957998
AVONDALE VIA REDMOND	0	17957999
AVONDALE VIA REDMOND	0	17958000
AVONDALE VIA REDMOND	0	17958001
AVONDALE VIA REDMOND	0	17958002
AVONDALE VIA REDMOND	0	17958003
AVONDALE VIA REDMOND	0	17958004
AVONDALE VIA REDMOND	0	17958005
AVONDALE VIA REDMOND	0	17958006
KIRKLAND TC VIA REDMOND TC	1	17958007
KIRKLAND TC VIA REDMOND TC	1	17958008
KIRKLAND TC VIA REDMOND TC	1	17958009
KIRKLAND TC VIA REDMOND TC	1	17958010
KIRKLAND TC VIA REDMOND TC	1	17958011
KIRKLAND TC VIA REDMOND TC	1	17958012
KIRKLAND TC VIA REDMOND TC	1	17958013
KIRKLAND TC VIA REDMOND TC	1	17958014
KIRKLAND TC VIA REDMOND TC	1	17958015
KIRKLAND TC VIA REDMOND TC	1	17958016
KIRKLAND TC VIA REDMOND TC	1	17958017
KIRKLAND TC VIA REDMOND TC	1	17958018
KIRKLAND TC VIA REDMOND TC	1	17958019
KIRKLAND TC VIA REDMOND TC	1	17958020
KIRKLAND TC VIA REDMOND TC	1	17958021
KIRKLAND TC VIA REDMOND TC	1	17958022
AVONDALE VIA REDMOND	0	17958023
AVONDALE VIA REDMOND	0	17958024
AVONDALE VIA REDMOND	0	17958025
AVONDALE VIA REDMOND	0	17958026
AVONDALE VIA REDMOND	0	17958027
AVONDALE VIA REDMOND	0	17958028
AVONDALE VIA REDMOND	0	17958029
KIRKLAND TC VIA REDMOND TC	1	17958030
AVONDALE VIA REDMOND	0	17958031
KIRKLAND TC VIA REDMOND TC	1	17958032
AVONDALE VIA REDMOND	0	17958033
KIRKLAND TC VIA REDMOND TC	1	17958034
AVONDALE VIA REDMOND	0	17958035
AVONDALE VIA REDMOND	0	17958036
KIRKLAND TC VIA REDMOND TC	1	17958037
AVONDALE VIA REDMOND	0	17958038
KIRKLAND TC VIA REDMOND TC	1	17958039
KIRKLAND TC VIA REDMOND TC	1	17958040
EDUCATION HILL	1	17958048
EDUCATION HILL	1	17958049
EDUCATION HILL	1	17958050
