trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign
T326,06:27:00,06:27:00,755003,4,
T326,06:32:00,06:32:00,755004,5,
T326,06:55:00,06:55:00,755000,7,
T327,06:15:00,06:15:00,755000,1,
T327,06:33:00,06:33:00,755002,3,
T327,06:37:00,06:37:00,755003,4,
T327,06:42:00,06:42:00,755004,5,
T327,07:05:00,07:05:00,755000,7,
T328,06:30:00,06:30:00,755000,1,
T328,06:48:00,06:48:00,755002,3,
T328,06:52:00,06:52:00,755003,4,
T328,06:57:00,06:57:00,755004,5,
T328,07:20:00,07:20:00,755000,7,
T329,06:45:00,06:45:00,755000,1,
T329,07:03:00,07:03:00,755002,3,
T329,07:07:00,07:07:00,755003,4,
T329,07:12:00,07:12:00,755004,5,
T329,07:35:00,07:35:00,755000,7,
T330,07:00:00,07:00:00,755000,1,
T330,07:18:00,07:18:00,755002,3,
T330,07:22:00,07:22:00,755003,4,
T330,07:27:00,07:27:00,755004,5,
T330,07:50:00,07:50:00,755000,7,
T331,07:15:00,07:15:00,755000,1,
T331,07:33:00,07:33:00,755002,3,
T331,07:37:00,07:37:00,755003,4,
T331,07:42:00,07:42:00,755004,5,
T331,08:05:00,08:05:00,755000,7,
T332,07:30:00,07:30:00,755000,1,
T332,07:48:00,07:48:00,755002,3,
T332,07:52:00,07:52:00,755003,4,
T332,07:57:00,07:57:00,755004,5,
T332,08:09:00,08:09:00,755001,6,Hospital
T332,08:20:00,08:20:00,755000,7,
T333,07:45:00,07:45:00,755000,1,
T333,08:03:00,08:03:00,755002,3,
T333,08:07:00,08:07:00,755003,4,
T333,08:12:00,08:12:00,755004,5,
T333,08:24:00,08:24:00,755001,6,Hospital
T333,08:35:00,08:35:00,755000,7,
T334,08:00:00,08:00:00,755000,1,
T334,08:10:00,08:10:00,755001,2,Downtown
T334,08:22:00,08:22:00,755002,3,
T334,08:26:00,08:26:00,755003,4,
T334,08:31:00,08:31:00,755004,5,
T334,08:43:00,08:43:00,755001,6,Hospital
T334,08:53:00,08:53:00,755000,7,
T335,08:15:00,08:15:00,755000,1,
T335,08:25:00,08:25:00,755001,2,Downtown
T335,08:37:00,08:37:00,755002,3,
T335,08:41:00,08:41:00,755003,4,
T335,08:46:00,08:46:00,755004,5,
T335,08:58:00,08:58:00,755001,6,Hospital
T335,09:08:00,09:08:00,755000,7,
T336,08:30:00,08:30:00,755000,1,
T336,08:40:00,08:40:00,755001,2,Downtown
T336,08:52:00,08:52:00,755002,3,
T336,08:56:00,08:56:00,755003,4,
T336,09:01:00,09:01:00,755004,5,
T336,09:13:00,09:13:00,755001,6,Hospital
T336,09:23:00,09:23:00,755000,7,
T337,08:45:00,08:45:00,755000,1,
T337,08:55:00,08:55:00,755001,2,Downtown
T337,09:07:00,09:07:00,755002,3,
T337,09:11:00,09:11:00,755003,4,
T337,09:16:00,09:16:00,755004,5,
T337,09:28:00,09:28:00,755001,6,Hospital
T337,09:38:00,09:38:00,755000,7,
T338,09:00:00,09:00:00,755000,1,
T338,09:10:00,09:10:00,755001,2,Downtown
T338,09:22:00,09:22:00,755002,3,
T338,09:26:00,09:26:00,755003,4,
T338,09:31:00,09:31:00,755004,5,
T338,09:43:00,09:43:00,755001,6,Hospital
T338,09:53:00,09:53:00,755000,7,
T339,09:15:00,09:15:00,755000,1,
T339,09:25:00,09:25:00,755001,2,Downtown
T339,09:37:00,09:37:00,755002,3,
T339,09:41:00,09:41:00,755003,4,
T339,09:46:00,09:46:00,755004,5,
T339,09:58:00,09:58:00,755001,6,Hospital
T339,10:08:00,10:08:00,755000,7,
T340,09:30:00,09:30:00,755000,1,
T340,09:40:00,09:40:00,755001,2,Downtown
T340,09:52:00,09:52:00,755002,3,
T340,09:56:00,09:56:00,755003,4,
T340,10:01:00,10:01:00,755004,5,
T340,10:13:00,10:13:00,755001,6,Hospital
T340,10:23:00,10:23:00,755000,7,
T341,09:45:00,09:45:00,755000,1,
T341,09:55:00,09:55:00,755001,2,Downtown
T341,10:07:00,10:07:00,755002,3,
T341,10:11:00,10:11:00,755003,4,
T341,10:16:00,10:16:00,755004,5,
T341,10:28:00,10:28:00,755001,6,Hospital
T341,10:38:00,10:38:00,755000,7,
T342,10:00:00,10:00:00,755000,1,
T342,10:10:00,10:10:00,755001,2,Downtown
T342,10:22:00,10:22:00,755002,3,
T342,10:26:00,10:26:00,755003,4,
T342,10:31:00,10:31:00,755004,5,
T342,10:43:00,10:43:00,755001,6,Hospital
T342,10:53:00,10:53:00,755000,7,
T343,10:15:00,10:15:00,755000,1,
T343,10:25:00,10:25:00,755001,2,Downtown
T343,10:37:00,10:37:00,755002,3,
T343,10:41:00,10:41:00,755003,4,
T343,10:46:00,10:46:00,755004,5,
T343,10:58:00,10:58:00,755001,6,Hospital
T343,11:08:00,11:08:00,755000,7,
T344,10:30:00,10:30:00,755000,1,
T344,10:40:00,10:40:00,755001,2,Downtown
T344,10:52:00,10:52:00,755002,3,
T344,10:56:00,10:56:00,755003,4,
T344,11:01:00,11:01:00,755004,5,
T344,11:13:00,11:13:00,755001,6,Hospital
T344,11:23:00,11:23:00,755000,7,
T345,10:45:00,10:45:00,755000,1,
T345,10:55:00,10:55:00,755001,2,Downtown
T345,11:07:00,11:07:00,755002,3,
T345,11:11:00,11:11:00,755003,4,
T345,11:16:00,11:16:00,755004,5,
T345,11:28:00,11:28:00,755001,6,Hospital
T345,11:38:00,11:38:00,755000,7,
T346,11:00:00,11:00:00,755000,1,
T346,11:10:00,11:10:00,755001,2,Downtown
T346,11:22:00,11:22:00,755002,3,
T346,11:26:00,11:26:00,755003,4,
T346,11:31:00,11:31:00,755004,5,
T346,11:43:00,11:43:00,755001,6,Hospital
T346,11:53:00,11:53:00,755000,7,
T347,11:15:00,11:15:00,755000,1,
T347,11:25:00,11:25:00,755001,2,Downtown
T347,11:37:00,11:37:00,755002,3,
T347,11:41:00,11:41:00,755003,4,
T347,11:46:00,11:46:00,755004,5,
T347,11:58:00,11:58:00,755001,6,Hospital
T347,12:10:00,12:10:00,755000,7,
T348,11:30:00,11:30:00,755000,1,
T348,11:40:00,11:40:00,755001,2,Downtown
T348,11:52:00,11:52:00,755002,3,
T348,11:56:00,11:56:00,755003,4,
T348,12:01:00,12:01:00,755004,5,
T348,12:13:00,12:13:00,755001,6,Hospital
T348,12:25:00,12:25:00,755000,7,
T349,11:45:00,11:45:00,755000,1,
T349,11:55:00,11:55:00,755001,2,Downtown
T349,12:09:00,12:09:00,755002,3,
T349,12:13:00,12:13:00,755003,4,
T349,12:18:00,12:18:00,755004,5,
T349,12:26:00,12:26:00,755001,6,Hospital
T349,12:38:00,12:38:00,755000,7,
T350,12:00:00,12:00:00,755000,1,
T350,12:10:00,12:10:00,755001,2,Downtown
T350,12:24:00,12:24:00,755002,3,
T350,12:28:00,12:28:00,755003,4,
T350,12:33:00,12:33:00,755004,5,
T350,12:41:00,12:41:00,755001,6,Hospital
T350,12:53:00,12:53:00,755000,7,
T351,12:15:00,12:15:00,755000,1,
T351,12:25:00,12:25:00,755001,2,Downtown
T351,12:39:00,12:39:00,755002,3,
T351,12:43:00,12:43:00,755003,4,
T351,12:48:00,12:48:00,755004,5,
T351,12:56:00,12:56:00,755001,6,Hospital
T351,13:08:00,13:08:00,755000,7,
T352,12:30:00,12:30:00,755000,1,
T352,12:40:00,12:40:00,755001,2,Downtown
T352,12:54:00,12:54:00,755002,3,
T352,12:58:00,12:58:00,755003,4,
T352,13:03:00,13:03:00,755004,5,
T352,13:11:00,13:11:00,755001,6,Hospital
T352,13:23:00,13:23:00,755000,7,
T353,12:45:00,12:45:00,755000,1,
T353,12:55:00,12:55:00,755001,2,Downtown
T353,13:09:00,13:09:00,755002,3,
T353,13:13:00,13:13:00,755003,4,
T353,13:18:00,13:18:00,755004,5,
T353,13:26:00,13:26:00,755001,6,Hospital
T353,13:38:00,13:38:00,755000,7,
T354,13:00:00,13:00:00,755000,1,
T354,13:10:00,13:10:00,755001,2,Downtown
T354,13:24:00,13:24:00,755002,3,
T354,13:28:00,13:28:00,755003,4,
T354,13:33:00,13:33:00,755004,5,
T354,13:41:00,13:41:00,755001,6,Hospital
T354,13:53:00,13:53:00,755000,7,
T355,13:15:00,13:15:00,755000,1,
T355,13:25:00,13:25:00,755001,2,Downtown
T355,13:39:00,13:39:00,755002,3,
T355,13:43:00,13:43:00,755003,4,
T355,13:48:00,13:48:00,755004,5,
T355,13:58:00,13:58:00,755001,6,Hospital
T355,14:10:00,14:10:00,755000,7,
T356,13:30:00,13:30:00,755000,1,
T356,13:40:00,13:40:00,755001,2,Downtown
T356,13:54:00,13:54:00,755002,3,
T356,13:58:00,13:58:00,755003,4,
T356,14:03:00,14:03:00,755004,5,
T356,14:13:00,14:13:00,755001,6,Hospital
T356,14:25:00,14:25:00,755000,7,
T357,13:45:00,13:45:00,755000,1,
T357,13:55:00,13:55:00,755001,2,Downtown
T357,14:09:00,14:09:00,755002,3,
T357,14:13:00,14:13:00,755003,4,
T357,14:18:00,14:18:00,755004,5,
T357,14:28:00,14:28:00,755001,6,Hospital
T357,14:40:00,14:40:00,755000,7,
T358,14:00:00,14:00:00,755000,1,
T358,14:10:00,14:10:00,755001,2,Downtown
T358,14:24:00,14:24:00,755002,3,
T358,14:28:00,14:28:00,755003,4,
T358,14:33:00,14:33:00,755004,5,
T358,14:43:00,14:43:00,755001,6,Hospital
T358,14:55:00,14:55:00,755000,7,
T359,14:15:00,14:15:00,755000,1,
T359,14:25:00,14:25:00,755001,2,Downtown
T359,14:39:00,14:39:00,755002,3,
T359,14:43:00,14:43:00,755003,4,
T359,14:48:00,14:48:00,755004,5,
T359,14:58:00,14:58:00,755001,6,Hospital
T359,15:10:00,15:10:00,755000,7,
T360,14:30:00,14:30:00,755000,1,
T360,14:40:00,14:40:00,755001,2,Downtown
T360,14:54:00,14:54:00,755002,3,
T360,14:58:00,14:58:00,755003,4,
T360,15:03:00,15:03:00,755004,5,
T360,15:13:00,15:13:00,755001,6,Hospital
T360,15:25:00,15:25:00,755000,7,
T361,14:45:00,14:45:00,755000,1,
T361,14:55:00,14:55:00,755001,2,Downtown
T361,15:09:00,15:09:00,755002,3,
T361,15:13:00,15:13:00,755003,4,
T361,15:18:00,15:18:00,755004,5,
T361,15:28:00,15:28:00,755001,6,Hospital
T361,15:40:00,15:40:00,755000,7,
T362,15:00:00,15:00:00,755000,1,
T362,15:10:00,15:10:00,755001,2,Downtown
T362,15:24:00,15:24:00,755002,3,
T362,15:28:00,15:28:00,755003,4,
T362,15:33:00,15:33:00,755004,5,
T362,15:52:00,15:52:00,755000,7,
T363,15:15:00,15:15:00,755000,1,
T363,15:25:00,15:25:00,755001,2,Downtown
T363,15:39:00,15:39:00,755002,3,
T363,15:44:00,15:44:00,755003,4,
T363,15:50:00,15:50:00,755004,5,
T363,16:09:00,16:09:00,755000,7,
T364,15:35:00,15:35:00,755000,1,
T364,15:57:00,15:57:00,755002,3,
T364,16:02:00,16:02:00,755003,4,
T364,16:08:00,16:08:00,755004,5,
T364,16:27:00,16:27:00,755000,7,
T365,15:50:00,15:50:00,755000,1,
T365,16:12:00,16:12:00,755002,3,
T365,16:17:00,16:17:00,755003,4,
T365,16:23:00,16:23:00,755004,5,
T365,16:42:00,16:42:00,755000,7,
T366,16:05:00,16:05:00,755000,1,
T366,16:27:00,16:27:00,755002,3,
T366,16:32:00,16:32:00,755003,4,
T366,16:38:00,16:38:00,755004,5,
T366,16:57:00,16:57:00,755000,7,
T367,16:20:00,16:20:00,755000,1,
T367,16:42:00,16:42:00,755002,3,
T367,16:47:00,16:47:00,755003,4,
T367,16:53:00,16:53:00,755004,5,
T367,17:12:00,17:12:00,755000,7,
T368,16:35:00,16:35:00,755000,1,
T368,16:57:00,16:57:00,755002,3,
T368,17:02:00,17:02:00,755003,4,
T368,17:08:00,17:08:00,755004,5,
T368,17:27:00,17:27:00,755000,7,
T369,16:50:00,16:50:00,755000,1,
T369,17:12:00,17:12:00,755002,3,
T369,17:17:00,17:17:00,755003,4,
T369,17:23:00,17:23:00,755004,5,
T369,17:42:00,17:42:00,755000,7,
T370,17:05:00,17:05:00,755000,1,
T370,17:27:00,17:27:00,755002,3,
T370,17:32:00,17:32:00,755003,4,
T370,17:38:00,17:38:00,755004,5,
T370,17:57:00,17:57:00,755000,7,
T371,17:20:00,17:20:00,755000,1,
T371,17:42:00,17:42:00,755002,3,
T371,17:47:00,17:47:00,755003,4,
T371,17:53:00,17:53:00,755004,5,
T371,18:12:00,18:12:00,755000,7,
T372,17:35:00,17:35:00,755000,1,
T372,17:57:00,17:57:00,755002,3,
T372,18:02:00,18:02:00,755003,4,
T372,18:08:00,18:08:00,755004,5,
T372,18:27:00,18:27:00,755000,7,
T373,17:50:00,17:50:00,755000,1,
T373,18:12:00,18:12:00,755002,3,
T373,18:17:00,18:17:00,755003,4,
T373,18:23:00,18:23:00,755004,5,
T373,18:42:00,18:42:00,755000,7,
T374,18:05:00,18:05:00,755000,1,
T374,18:27:00,18:27:00,755002,3,
T374,18:32:00,18:32:00,755003,4,
T374,18:38:00,18:38:00,755004,5,
T374,18:57:00,18:57:00,755000,7,
T375,18:20:00,18:20:00,755000,1,
T375,18:42:00,18:42:00,755002,3,
T375,18:47:00,18:47:00,755003,4,
T375,18:53:00,18:53:00,755004,5,
T375,19:12:00,19:12:00,755000,7,
T376,18:35:00,18:35:00,755000,1,
T376,18:57:00,18:57:00,755002,3,
T376,19:02:00,19:02:00,755003,4,
T376,19:08:00,19:08:00,755004,5,
T376,19:27:00,19:27:00,755000,7,
T377,18:50:00,18:50:00,755000,1,
T377,19:00:00,19:00:00,755001,2,Downtown
T377,19:12:00,19:12:00,755002,3,
T377,19:16:00,19:16:00,755003,4,
T377,19:20:00,19:20:00,755004,5,
T377,19:36:00,19:36:00,755000,7,
T378,19:05:00,19:05:00,755000,1,
T378,19:15:00,19:15:00,755001,2,Downtown
T378,19:27:00,19:27:00,755002,3,
T378,19:31:00,19:31:00,755003,4,
T378,19:35:00,19:35:00,755004,5,
T378,19:51:00,19:51:00,755000,7,
T379,19:20:00,19:20:00,755000,1,
T379,19:30:00,19:30:00,755001,2,Downtown
T379,19:42:00,19:42:00,755002,3,
T379,19:46:00,19:46:00,755003,4,
T379,19:50:00,19:50:00,755004,5,
T379,20:06:00,20:06:00,755000,7,
T380,19:35:00,19:35:00,755000,1,
T380,19:45:00,19:45:00,755001,2,Downtown
T380,19:57:00,19:57:00,755002,3,
T380,20:01:00,20:01:00,755003,4,
T380,20:05:00,20:05:00,755004,5,
T380,20:21:00,20:21:00,755000,7,
T381,19:51:00,19:51:00,755000,1,
T381,20:01:00,20:01:00,755001,2,Downtown
T381,20:13:00,20:13:00,755002,3,
T381,20:17:00,20:17:00,755003,4,
T381,20:21:00,20:21:00,755004,5,
T381,20:37:00,20:37:00,755000,7,
T382,20:06:00,20:06:00,755000,1,
T382,20:16:00,20:16:00,755001,2,Downtown
T382,20:28:00,20:28:00,755002,3,
T382,20:32:00,20:32:00,755003,4,
T382,20:36:00,20:36:00,755004,5,
T382,20:52:00,20:52:00,755000,7,
T383,05:25:00,05:25:00,755008,1,
T383,05:32:00,05:32:00,755000,2,
T384,05:30:00,05:30:00,755008,1,
T384,05:37:00,05:37:00,755000,2,
T385,05:45:00,05:45:00,755008,1,
T385,05:52:00,05:52:00,755000,2,
T386,05:52:00,05:52:00,755008,1,
T386,05:59:00,05:59:00,755000,2,
T387,06:00:00,06:00:00,755008,1,
T387,06:07:00,06:07:00,755000,2,
T388,06:08:00,06:08:00,755008,1,
T388,06:15:00,06:15:00,755000,2,
T389,06:15:00,06:15:00,755008,1,
T389,06:22:00,06:22:00,755000,2,
T390,06:23:00,06:23:00,755008,1,
T390,06:30:00,06:30:00,755000,2,
T391,06:30:00,06:30:00,755008,1,
T391,06:37:00,06:37:00,755000,2,
T392,06:38:00,06:38:00,755008,1,
T392,06:45:00,06:45:00,755000,2,
T393,06:45:00,06:45:00,755008,1,
T393,06:52:00,06:52:00,755000,2,
T394,06:53:00,06:53:00,755008,1,
T394,07:00:00,07:00:00,755000,2,
T395,07:00:00,07:00:00,755008,1,
T395,07:07:00,07:07:00,755000,2,
T396,07:08:00,07:08:00,755008,1,
T396,07:15:00,07:15:00,755000,2,
T397,07:15:00,07:15:00,755008,1,
T397,07:22:00,07:22:00,755000,2,
T398,07:23:00,07:23:00,755008,1,
T398,07:30:00,07:30:00,755000,2,
T399,07:30:00,07:30:00,755008,1,
T399,07:37:00,07:37:00,755000,2,
T400,07:38:00,07:38:00,755008,1,
T400,07:45:00,07:45:00,755000,2,
T401,07:45:00,07:45:00,755008,1,
T401,07:52:00,07:52:00,755000,2,
T402,07:53:00,07:53:00,755008,1,
T402,08:00:00,08:00:00,755000,2,
T403,08:00:00,08:00:00,755008,1,
T403,08:07:00,08:07:00,755000,2,
T404,08:08:00,08:08:00,755008,1,
T404,08:15:00,08:15:00,755000,2,
T405,08:15:00,08:15:00,755008,1,
T405,08:22:00,08:22:00,755000,2,
T406,08:23:00,08:23:00,755008,1,
T406,08:30:00,08:30:00,755000,2,
T407,08:30:00,08:30:00,755008,1,
T407,08:37:00,08:37:00,755000,2,
T408,08:38:00,08:38:00,755008,1,
T408,08:45:00,08:45:00,755000,2,
T409,08:45:00,08:45:00,755008,1,
T409,08:52:00,08:52:00,755000,2,
T410,08:53:00,08:53:00,755008,1,
T410,09:00:00,09:00:00,755000,2,
T411,09:00:00,09:00:00,755008,1,
T411,09:07:00,09:07:00,755000,2,
T412,09:08:00,09:08:00,755008,1,
T412,09:15:00,09:15:00,755000,2,
T413,09:23:00,09:23:00,755008,1,
T413,09:30:00,09:30:00,755000,2,
T414,09:38:00,09:38:00,755008,1,
T414,09:45:00,09:45:00,755000,2,
T415,09:53:00,09:53:00,755008,1,
T415,10:00:00,10:00:00,755000,2,
T416,10:08:00,10:08:00,755008,1,
T416,10:15:00,10:15:00,755000,2,
T417,15:00:00,15:00:00,755008,1,
T417,15:07:00,15:07:00,755000,2,
T418,15:08:00,15:08:00,755008,1,
T418,15:15:00,15:15:00,755000,2,
T419,15:15:00,15:15:00,755008,1,
T419,15:22:00,15:22:00,755000,2,
T420,15:23:00,15:23:00,755008,1,
T420,15:30:00,15:30:00,755000,2,
T421,15:30:00,15:30:00,755008,1,
T421,15:37:00,15:37:00,755000,2,
T422,15:38:00,15:38:00,755008,1,
T422,15:45:00,15:45:00,755000,2,
T423,15:45:00,15:45:00,755008,1,
T423,15:52:00,15:52:00,755000,2,
T424,15:53:00,15:53:00,755008,1,
T424,16:00:00,16:00:00,755000,2,
T425,16:00:00,16:00:00,755008,1,
T425,16:07:00,16:07:00,755000,2,
T426,16:08:00,16:08:00,755008,1,
T426,16:15:00,16:15:00,755000,2,
T427,16:15:00,16:15:00,755008,1,
T427,16:22:00,16:22:00,755000,2,
T428,16:23:00,16:23:00,755008,1,
T428,16:30:00,16:30:00,755000,2,
T429,16:30:00,16:30:00,755008,1,
T429,16:37:00,16:37:00,755000,2,
T430,16:38:00,16:38:00,755008,1,
T430,16:45:00,16:45:00,755000,2,
T431,16:45:00,16:45:00,755008,1,
T431,16:52:00,16:52:00,755000,2,
T432,16:53:00,16:53:00,755008,1,
T432,17:00:00,17:00:00,755000,2,
T433,17:00:00,17:00:00,755008,1,
T433,17:07:00,17:07:00,755000,2,
T434,17:08:00,17:08:00,755008,1,
T434,17:15:00,17:15:00,755000,2,
T435,17:15:00,17:15:00,755008,1,
T435,17:22:00,17:22:00,755000,2,
T436,17:23:00,17:23:00,755008,1,
T436,17:30:00,17:30:00,755000,2,
T437,17:30:00,17:30:00,755008,1,
T437,17:37:00,17:37:00,755000,2,
T438,17:38:00,17:38:00,755008,1,
T438,17:45:00,17:45:00,755000,2,
T439,17:45:00,17:45:00,755008,1,
T439,17:52:00,17:52:00,755000,2,
T440,17:53:00,17:53:00,755008,1,
T440,18:00:00,18:00:00,755000,2,
T441,18:00:00,18:00:00,755008,1,
T441,18:07:00,18:07:00,755000,2,
T442,18:08:00,18:08:00,755008,1,
T442,18:15:00,18:15:00,755000,2,
T443,18:15:00,18:15:00,755008,1,
T443,18:22:00,18:22:00,755000,2,
T444,18:30:00,18:30:00,755008,1,
T444,18:37:00,18:37:00,755000,2,
T445,18:45:00,18:45:00,755008,1,
T445,18:52:00,18:52:00,755000,2,
T446,19:00:00,19:00:00,755008,1,
T446,19:07:00,19:07:00,755000,2,
T447,19:15:00,19:15:00,755008,1,
T447,19:22:00,19:22:00,755000,2,
T448,19:30:00,19:30:00,755008,1,
T448,19:37:00,19:37:00,755000,2,
T449,19:45:00,19:45:00,755008,1,
T449,19:52:00,19:52:00,755000,2,
T450,20:00:00,20:00:00,755008,1,
T450,20:07:00,20:07:00,755000,2,
T451,20:15:00,20:15:00,755008,1,
T451,20:22:00,20:22:00,755000,2,
T452,20:30:00,20:30:00,755008,1,
T452,20:37:00,20:37:00,755000,2,
T453,05:37:00,05:37:00,755000,1,
T453,05:44:00,05:44:00,755008,2,
T454,05:52:00,05:52:00,755000,1,
T454,05:59:00,05:59:00,755008,2,
T455,06:00:00,06:00:00,755000,1,
T455,06:07:00,06:07:00,755008,2,
T456,06:07:00,06:07:00,755000,1,
T456,06:14:00,06:14:00,755008,2,
T457,06:15:00,06:15:00,755000,1,
T457,06:22:00,06:22:00,755008,2,
T458,06:22:00,06:22:00,755000,1,
T458,06:29:00,06:29:00,755008,2,
T459,06:30:00,06:30:00,755000,1,
T459,06:37:00,06:37:00,755008,2,
T460,06:37:00,06:37:00,755000,1,
T460,06:44:00,06:44:00,755008,2,
T461,06:45:00,06:45:00,755000,1,
T461,06:52:00,06:52:00,755008,2,
T462,06:52:00,06:52:00,755000,1,
T462,06:59:00,06:59:00,755008,2,
T463,07:00:00,07:00:00,755000,1,
T463,07:07:00,07:07:00,755008,2,
T464,07:07:00,07:07:00,755000,1,
T464,07:14:00,07:14:00,755008,2,
T465,07:15:00,07:15:00,755000,1,
T465,07:22:00,07:22:00,755008,2,
T466,07:22:00,07:22:00,755000,1,
T466,07:29:00,07:29:00,755008,2,
T467,07:30:00,07:30:00,755000,1,
T467,07:37:00,07:37:00,755008,2,
T468,07:37:00,07:37:00,755000,1,
T468,07:44:00,07:44:00,755008,2,
T469,07:45:00,07:45:00,755000,1,
T469,07:52:00,07:52:00,755008,2,
T470,07:52:00,07:52:00,755000,1,
T470,07:59:00,07:59:00,755008,2,
T471,08:00:00,08:00:00,755000,1,
T471,08:07:00,08:07:00,755008,2,
T472,08:07:00,08:07:00,755000,1,
T472,08:14:00,08:14:00,755008,2,
T473,08:15:00,08:15:00,755000,1,
T473,08:22:00,08:22:00,755008,2,
T474,08:22:00,08:22:00,755000,1,
T474,08:29:00,08:29:00,755008,2,
T475,08:30:00,08:30:00,755000,1,
T475,08:37:00,08:37:00,755008,2,
T476,08:37:00,08:37:00,755000,1,
T476,08:44:00,08:44:00,755008,2,
T477,08:45:00,08:45:00,755000,1,
T477,08:52:00,08:52:00,755008,2,
T478,08:52:00,08:52:00,755000,1,
T478,08:59:00,08:59:00,755008,2,
T479,09:00:00,09:00:00,755000,1,
T479,09:07:00,09:07:00,755008,2,
T480,09:15:00,09:15:00,755000,1,
T480,09:22:00,09:22:00,755008,2,
T481,09:30:00,09:30:00,755000,1,
T481,09:37:00,09:37:00,755008,2,
T482,09:45:00,09:45:00,755000,1,
T482,09:52:00,09:52:00,755008,2,
T483,10:00:00,10:00:00,755000,1,
T483,10:07:00,10:07:00,755008,2,
T484,14:52:00,14:52:00,755000,1,
T484,14:59:00,14:59:00,755008,2,
T485,15:00:00,15:00:00,755000,1,
T485,15:07:00,15:07:00,755008,2,
T486,15:07:00,15:07:00,755000,1,
T486,15:14:00,15:14:00,755008,2,
T487,15:15:00,15:15:00,755000,1,
T487,15:22:00,15:22:00,755008,2,
T488,15:22:00,15:22:00,755000,1,
T488,15:29:00,15:29:00,755008,2,
T489,15:30:00,15:30:00,755000,1,
T489,15:37:00,15:37:00,755008,2,
T490,15:37:00,15:37:00,755000,1,
T490,15:44:00,15:44:00,755008,2,
T491,15:45:00,15:45:00,755000,1,
T491,15:52:00,15:52:00,755008,2,
T492,15:52:00,15:52:00,755000,1,
T492,15:59:00,15:59:00,755008,2,
T493,16:00:00,16:00:00,755000,1,
T493,16:07:00,16:07:00,755008,2,
T494,16:07:00,16:07:00,755000,1,
T494,16:14:00,16:14:00,755008,2,
T495,16:15:00,16:15:00,755000,1,
T495,16:22:00,16:22:00,755008,2,
T496,16:22:00,16:22:00,755000,1,
T496,16:29:00,16:29:00,755008,2,
T497,16:30:00,16:30:00,755000,1,
T497,16:37:00,16:37:00,755008,2,
T498,16:37:00,16:37:00,755000,1,
T498,16:44:00,16:44:00,755008,2,
T499,16:45:00,16:45:00,755000,1,
T499,16:52:00,16:52:00,755008,2,
T500,16:52:00,16:52:00,755000,1,
T500,16:59:00,16:59:00,755008,2,
T501,17:00:00,17:00:00,755000,1,
T501,17:07:00,17:07:00,755008,2,
T502,17:07:00,17:07:00,755000,1,
T502,17:14:00,17:14:00,755008,2,
T503,17:15:00,17:15:00,755000,1,
T503,17:22:00,17:22:00,755008,2,
T504,17:22:00,17:22:00,755000,1,
T504,17:29:00,17:29:00,755008,2,
T505,17:30:00,17:30:00,755000,1,
T505,17:37:00,17:37:00,755008,2,
T506,17:37:00,17:37:00,755000,1,
T506,17:44:00,17:44:00,755008,2,
T507,17:45:00,17:45:00,755000,1,
T507,17:52:00,17:52:00,755008,2,
T508,17:52:00,17:52:00,755000,1,
T508,17:59:00,17:59:00,755008,2,
T509,18:00:00,18:00:00,755000,1,
T509,18:07:00,18:07:00,755008,2,
T510,18:07:00,18:07:00,755000,1,
T510,18:14:00,18:14:00,755008,2,
T511,18:15:00,18:15:00,755000,1,
T511,18:22:00,18:22:00,755008,2,
T512,18:22:00,18:22:00,755000,1,
T512,18:29:00,18:29:00,755008,2,
T513,18:30:00,18:30:00,755000,1,
T513,18:37:00,18:37:00,755008,2,
T514,18:37:00,18:37:00,755000,1,
T514,18:44:00,18:44:00,755008,2,
T515,18:52:00,18:52:00,755000,1,
T515,18:59:00,18:59:00,755008,2,
T516,19:07:00,19:07:00,755000,1,
T516,19:14:00,19:14:00,755008,2,
T517,19:22:00,19:22:00,755000,1,
T517,19:29:00,19:29:00,755008,2,
T518,19:37:00,19:37:00,755000,1,
T518,19:44:00,19:44:00,755008,2,
T519,19:52:00,19:52:00,755000,1,
T519,19:59:00,19:59:00,755008,2,
T520,20:07:00,20:07:00,755000,1,
T520,20:14:00,20:14:00,755008,2,
T521,20:22:00,20:22:00,755000,1,
T521,20:29:00,20:29:00,755008,2,
T522,20:40:00,20:40:00,755000,1,
T522,20:47:00,20:47:00,755008,2,
T523,06:03:00,06:03:00,755007,1,
T523,06:10:00,06:10:00,755000,2,
T524,06:18:00,06:18:00,755007,1,
T524,06:25:00,06:25:00,755000,2,
T525,06:33:00,06:33:00,755007,1,
T525,06:40:00,06:40:00,755000,2,
T526,06:48:00,06:48:00,755007,1,
T526,06:55:00,06:55:00,755000,2,
T527,07:03:00,07:03:00,755007,1,
T527,07:10:00,07:10:00,755000,2,
T528,07:18:00,07:18:00,755007,1,
T528,07:25:00,07:25:00,755000,2,
T529,07:33:00,07:33:00,755007,1,
T529,07:40:00,07:40:00,755000,2,
T530,07:48:00,07:48:00,755007,1,
T530,07:55:00,07:55:00,755000,2,
T531,08:03:00,08:03:00,755007,1,
T531,08:10:00,08:10:00,755000,2,
T532,08:18:00,08:18:00,755007,1,
T532,08:25:00,08:25:00,755000,2,
T533,08:33:00,08:33:00,755007,1,
T533,08:40:00,08:40:00,755000,2,
T534,08:48:00,08:48:00,755007,1,
