trip_id,route_id,service_id,trip_headsign,block_id,shape_id
1878_TMS850,7,3,Inbound,4101,42
2138_TMS701,33,3,Outbound,6603,53
185_TMS1701,5,1,Inbound,6001,41
9_TMS1398,1,1,Outbound,1202,6
1826_TMS1579,5,3,Inbound,6002,41
1328_TMS2292,11,2,Outbound,6602,5
2021_TMS1962,15,3,Inbound,6403,30
967_TMS2237,35,1,Outbound,1012,38
63_TMS1472,2,1,Outbound,4102,1
1028_TMS2204,35,1,Inbound,1011,14
490_TMS183,11,1,Inbound,9401,16
909_TMS854,29,1,Outbound,6203,15
784_TMS1191,18,1,Outbound,6802,50
168_TMS1682,5,1,Outbound,6001,3
32_TMS1424,1,1,Inbound,1201,51
1397_TMS2335,13,2,Outbound,4402,12
1817_TMS1570,5,3,Outbound,6002,3
50_TMS4,2,1,Outbound,6604,1
1062_TMS1385,37,1,Inbound,9901,61
1468_TMS1053,14,2,Inbound,6202,17
1097_TMS1449,1,2,Inbound,6403,19
1886_TMS383,8,3,Outbound,4403,29
2086_TMS2386,18,3,Inbound,6802,24
1156_TMS260,7,2,Outbound,4101,9
1784_TMS1462,1,3,Inbound,1201,19
1475_TMS1093,15,2,Outbound,6403,47
603_TMS1025,14,1,Outbound,4405,7
1100_TMS453,2,2,Outbound,1202,1
1578_TMS1233,18,2,Outbound,6802,50
728_TMS1112,16,1,Inbound,6603,34
1567_TMS2007,17,2,Inbound,6701,32
1993_TMS1064,14,3,Inbound,4403,17
916_TMS473,29,1,Outbound,4406,15
1846_TMS322,7,3,Outbound,4101,9
1227_TMS358,8,2,Outbound,4404,29
472_TMS165,11,1,Inbound,9401,16
2085_TMS2385,18,3,Inbound,6801,24
621_TMS1887,14,1,Inbound,4404,17
1574_TMS1229,18,2,Outbound,6802,50
71_TMS1476,2,1,Outbound,4102,1
903_TMS1639,28,1,Inbound,4221,11
1889_TMS386,8,3,Outbound,4402,29
962_TMS2232,35,1,Outbound,1011,38
2139_TMS702,33,3,Outbound,6604,53
1577_TMS1232,18,2,Outbound,6801,50
1723_TMS1314,35,2,Inbound,1012,23
931_TMS865,29,1,Inbound,4406,45
789_TMS1196,18,1,Outbound,6801,50
1623_TMS2091,23,2,Outbound,9901,52
1196_TMS297,7,2,Inbound,4102,42
737_TMS1121,16,1,Inbound,6602,34
1296_TMS407,10,2,Outbound,6003,4
413_TMS938,10,1,Inbound,6803,37
2008_TMS1949,15,3,Outbound,6403,47
1103_TMS456,2,2,Outbound,1201,1
1565_TMS2005,17,2,Inbound,6701,32
841_TMS2035,20,1,Inbound,9404,0
1309_TMS503,10,2,Inbound,6001,37
1465_TMS2380,14,2,Inbound,4402,17
295_TMS110,8,1,Outbound,4404,29
619_TMS1035,14,1,Inbound,4402,17
1319_TMS2283,11,2,Outbound,6603,5
1637_TMS2136,29,2,Outbound,4301,15
1292_TMS403,10,2,Outbound,6002,4
709_TMS539,16,1,Outbound,6602,36
591_TMS195,14,1,Outbound,4404,7
1489_TMS1933,15,2,Inbound,6401,30
2059_TMS1178,16,3,Inbound,6603,34
1943_TMS1846,12,3,Inbound,6001,21
165_TMS1687,5,1,Outbound,6022,3
1200_TMS301,7,2,Inbound,4102,42
1217_TMS353,8,2,Outbound,4403,29
1210_TMS1609,7,2,Inbound,4102,42
1688_TMS1280,35,2,Outbound,1011,31
1408_TMS1002,13,2,Inbound,4404,28
426_TMS951,10,1,Inbound,6822,37
856_TMS2135,20,1,Inbound,9405,0
141_TMS1529,2,1,Inbound,6602,10
2058_TMS1177,16,3,Inbound,6602,34
1267_TMS1748,9,2,Outbound,1202,48
408_TMS933,10,1,Inbound,6811,37
1798_TMS1551,2,3,Inbound,6401,10
2009_TMS1950,15,3,Outbound,6401,47
1930_TMS1833,12,3,Outbound,6002,25
103_TMS1491,2,1,Inbound,6603,10
1657_TMS2156,29,2,Inbound,4301,45
538_TMS1852,13,1,Outbound,6202,12
1478_TMS1096,15,2,Outbound,6403,47
257_TMS1598,7,1,Inbound,4121,42
447_TMS608,11,1,Outbound,9401,5
1457_TMS2372,14,2,Inbound,4403,17
2022_TMS569,16,3,Outbound,6603,36
2153_TMS714,33,3,Inbound,6603,18
898_TMS1634,28,1,Inbound,4201,11
901_TMS1637,28,1,Inbound,4221,11
213_TMS46,7,1,Outbound,4103,9
1669_TMS1261,35,2,Outbound,1012,31
1149_TMS1667,5,2,Inbound,6002,41
819_TMS2133,18,1,Inbound,6802,24
1803_TMS1556,2,3,Inbound,6403,10
1877_TMS849,7,3,Inbound,4102,42
1960_TMS1869,13,3,Outbound,4401,12
1731_TMS1322,35,2,Inbound,1012,23
2068_TMS1187,16,3,Inbound,6604,34
1054_TMS1362,37,1,Outbound,9913,59
321_TMS135,8,1,Inbound,6201,35
496_TMS1793,12,1,Outbound,6011,44
927_TMS863,29,1,Outbound,4406,15
2070_TMS2157,18,3,Outbound,6801,50
236_TMS62,7,1,Inbound,4101,42
433_TMS594,11,1,Outbound,9401,5
948_TMS489,29,1,Inbound,4401,45
449_TMS610,11,1,Outbound,9402,5
83_TMS1482,2,1,Outbound,4104,1
1767_TMS238,1,3,Outbound,6403,6
1070_TMS1375,38,1,Outbound,9924,58
1216_TMS880,8,2,Outbound,4402,29
510_TMS1807,12,1,Outbound,6022,44
5_TMS1394,1,1,Outbound,1202,6
470_TMS163,11,1,Inbound,9404,16
1533_TMS1144,16,2,Inbound,6601,34
1290_TMS401,10,2,Outbound,6003,4
199_TMS34,7,1,Outbound,4103,9
481_TMS174,11,1,Inbound,9402,16
760_TMS1974,17,1,Outbound,6701,20
678_TMS1918,15,1,Inbound,6401,30
1157_TMS261,7,2,Outbound,4102,9
740_TMS1124,16,1,Inbound,6605,34
1952_TMS1861,13,3,Outbound,4401,12
794_TMS1205,18,1,Outbound,6822,50
1450_TMS1902,14,2,Inbound,4403,73
161_TMS1685,5,1,Outbound,6022,3
1612_TMS2063,20,2,Inbound,9401,0
2017_TMS1958,15,3,Inbound,6402,30
1804_TMS1557,2,3,Inbound,6401,10
158_TMS1676,5,1,Outbound,6001,3
2083_TMS2383,18,3,Inbound,6801,24
1649_TMS2148,29,2,Inbound,4301,45
1258_TMS374,8,2,Inbound,6204,35
25_TMS1417,1,1,Inbound,1201,51
1325_TMS2289,11,2,Outbound,6604,5
842_TMS2036,20,1,Inbound,9401,0
1598_TMS2051,20,2,Outbound,9402,39
511_TMS1808,12,1,Outbound,6002,44
402_TMS927,10,1,Outbound,6802,4
104_TMS1492,2,1,Inbound,4103,10
1393_TMS2331,13,2,Outbound,6203,12
1778_TMS1456,1,3,Inbound,1201,19
1542_TMS1153,16,2,Inbound,6605,34
1905_TMS1770,10,3,Outbound,6002,4
1548_TMS1159,16,2,Inbound,6601,68
428_TMS953,10,1,Inbound,6821,37
320_TMS134,8,1,Inbound,4407,35
312_TMS126,8,1,Inbound,4404,35
1794_TMS252,2,3,Outbound,1201,1
828_TMS2098,20,1,Outbound,9402,33
24_TMS1416,1,1,Inbound,1212,51
1819_TMS1572,5,3,Outbound,6001,3
1161_TMS265,7,2,Outbound,4102,9
880_TMS1616,28,1,Outbound,4201,13
192_TMS29,7,1,Outbound,4102,9
1769_TMS240,1,3,Outbound,6402,6
715_TMS218,16,1,Outbound,6601,36
1559_TMS1999,17,2,Outbound,6701,20
766_TMS1980,17,1,Inbound,6701,32
2033_TMS580,16,3,Outbound,6602,36
1644_TMS2143,29,2,Outbound,4301,15
1762_TMS233,1,3,Outbound,6401,6
2136_TMS699,33,3,Outbound,6601,53
1147_TMS1665,5,2,Inbound,6003,41
419_TMS944,10,1,Inbound,6803,37
1265_TMS1746,9,2,Outbound,1202,48
264_TMS84,7,1,Inbound,4103,42
1412_TMS2344,13,2,Inbound,6202,28
385_TMS910,10,1,Outbound,6804,4
394_TMS919,10,1,Outbound,6801,4
148_TMS1536,2,1,Inbound,6602,10
847_TMS2040,20,1,Inbound,9402,0
1884_TMS381,8,3,Outbound,4401,29
1967_TMS1876,13,3,Inbound,4403,28
1199_TMS300,7,2,Inbound,4101,42
1752_TMS1343,35,2,Inbound,1011,23
1077_TMS226,1,2,Outbound,6402,6
685_TMS1925,15,1,Inbound,6401,30
1019_TMS2195,35,1,Inbound,1012,14
1304_TMS498,10,2,Inbound,6002,37
344_TMS1723,9,1,Outbound,1212,48
689_TMS529,16,1,Outbound,6602,36
1904_TMS1769,10,3,Outbound,6001,4
1502_TMS548,16,2,Outbound,6603,36
1057_TMS1364,37,1,Outbound,9902,59
166_TMS1681,5,1,Outbound,6002,3
1666_TMS1258,35,2,Outbound,1011,31
1862_TMS335,7,3,Inbound,4101,42
1038_TMS2214,35,1,Inbound,1011,14
1558_TMS1998,17,2,Outbound,6701,20
461_TMS2127,11,1,Outbound,9404,5
989_TMS2259,35,1,Outbound,1012,38
253_TMS77,7,1,Inbound,4104,42
1283_TMS1764,9,2,Inbound,1202,27
1597_TMS2050,20,2,Outbound,9401,71
1203_TMS304,7,2,Inbound,4101,42
724_TMS1108,16,1,Inbound,6604,34
361_TMS1727,9,1,Inbound,1202,8
2080_TMS2167,18,3,Outbound,6801,50
1981_TMS445,14,3,Outbound,4403,7
1363_TMS2327,11,2,Inbound,6604,16
1375_TMS515,12,2,Outbound,6003,25
328_TMS142,8,1,Inbound,4404,35
1263_TMS1643,8,2,Inbound,6204,35
1474_TMS1092,15,2,Outbound,6402,47
1230_TMS887,8,2,Outbound,6203,29
1679_TMS1271,35,2,Outbound,1012,31
1358_TMS2322,11,2,Inbound,6604,16
237_TMS63,7,1,Inbound,4102,42
647_TMS1071,15,1,Outbound,6401,47
531_TMS1828,12,1,Inbound,6002,46
1902_TMS398,8,3,Inbound,4403,35
91_TMS25,2,1,Outbound,6605,1
1941_TMS1844,12,3,Inbound,6002,21
576_TMS993,13,1,Inbound,6202,28
1949_TMS1858,13,3,Outbound,4402,66
1395_TMS2333,13,2,Outbound,4405,12
634_TMS1897,14,1,Inbound,4406,17
233_TMS60,7,1,Outbound,4101,9
1573_TMS1228,18,2,Outbound,6801,50
1112_TMS465,2,2,Outbound,6403,1
2012_TMS1953,15,3,Inbound,6403,30
384_TMS909,10,1,Outbound,6802,4
1841_TMS317,7,3,Outbound,4102,9
489_TMS182,11,1,Inbound,9405,16
271_TMS89,7,1,Inbound,4102,42
1956_TMS1865,13,3,Outbound,4401,12
196_TMS2123,7,1,Outbound,4112,9
950_TMS490,29,1,Inbound,4403,45
1261_TMS901,8,2,Inbound,6202,35
2000_TMS1941,15,3,Outbound,6401,47
436_TMS597,11,1,Outbound,9405,5
1639_TMS2138,29,2,Outbound,4301,15
1201_TMS302,7,2,Inbound,4101,42
1398_TMS2336,13,2,Outbound,4403,12
354_TMS1718,9,1,Outbound,1201,48
1687_TMS1279,35,2,Outbound,1012,31
14_TMS1408,1,1,Outbound,1222,6
687_TMS528,16,1,Outbound,6605,36
75_TMS1478,2,1,Outbound,4104,1
1503_TMS549,16,2,Outbound,6604,36
2128_TMS691,33,3,Outbound,6601,53
1829_TMS1582,5,3,Inbound,6002,41
958_TMS2228,35,1,Outbound,1011,38
215_TMS48,7,1,Outbound,4101,9
1805_TMS1558,2,3,Inbound,6402,10
1717_TMS1308,35,2,Inbound,1012,23
1016_TMS2192,35,1,Inbound,1011,14
1837_TMS313,7,3,Outbound,4102,9
1092_TMS1444,1,2,Inbound,1201,19
1490_TMS1934,15,2,Inbound,6402,30
583_TMS1000,13,1,Inbound,4401,28
769_TMS1983,17,1,Inbound,6701,32
838_TMS2032,20,1,Inbound,9401,67
653_TMS1083,15,1,Outbound,6421,26
772_TMS1986,17,1,Inbound,6701,32
1999_TMS1940,15,3,Outbound,6403,47
1205_TMS306,7,2,Inbound,4101,42
2173_TMS2115,36,3,Inbound,4131,40
876_TMS1612,28,1,Outbound,4211,13
1615_TMS2070,20,2,Inbound,9402,0
1739_TMS1330,35,2,Inbound,1012,23
671_TMS1912,15,1,Inbound,6402,30
1596_TMS2114,18,2,Inbound,6801,24
88_TMS23,2,1,Outbound,6603,1
714_TMS217,16,1,Outbound,6602,36
1527_TMS1138,16,2,Inbound,6605,34
1763_TMS234,1,3,Outbound,6402,6
1458_TMS2373,14,2,Inbound,4404,17
982_TMS2252,35,1,Outbound,1011,38
182_TMS1706,5,1,Inbound,6022,41
1040_TMS2216,35,1,Inbound,1011,14
711_TMS540,16,1,Outbound,6604,36
2161_TMS722,33,3,Inbound,6603,18
938_TMS484,29,1,Inbound,4402,45
1979_TMS443,14,3,Outbound,4401,7
908_TMS469,29,1,Outbound,6202,15
210_TMS43,7,1,Outbound,4104,9
1278_TMS1759,9,2,Inbound,1201,27
460_TMS2126,11,1,Outbound,9402,5
965_TMS2235,35,1,Outbound,1012,38
657_TMS1087,15,1,Outbound,6421,47
1485_TMS1929,15,2,Inbound,6403,30
78_TMS18,2,1,Outbound,6603,1
171_TMS1689,5,1,Inbound,6011,41
1347_TMS2311,11,2,Inbound,6603,16
946_TMS488,29,1,Inbound,6203,45
785_TMS1192,18,1,Outbound,6803,50
2157_TMS718,33,3,Inbound,6603,18
1099_TMS452,2,2,Outbound,1201,1
996_TMS2266,35,1,Outbound,1011,38
60_TMS9,2,1,Outbound,6604,1
1795_TMS253,2,3,Outbound,1201,1
879_TMS1615,28,1,Outbound,4201,13
230_TMS1586,7,1,Outbound,4102,9
1985_TMS1056,14,3,Outbound,4403,7
1526_TMS1137,16,2,Inbound,6604,34
1150_TMS254,7,2,Outbound,4101,9
1134_TMS1652,5,2,Outbound,6002,3
1954_TMS1863,13,3,Outbound,4403,12
1188_TMS289,7,2,Inbound,4102,42
359_TMS1721,9,1,Outbound,1202,48
1655_TMS2154,29,2,Inbound,4301,45
18_TMS1410,1,1,Outbound,1202,6
615_TMS1031,14,1,Inbound,4401,17
1733_TMS1324,35,2,Inbound,1012,23
1482_TMS1100,15,2,Outbound,6401,47
1561_TMS2001,17,2,Outbound,6701,20
598_TMS1020,14,1,Outbound,6204,7
1579_TMS1234,18,2,Outbound,6801,50
988_TMS2258,35,1,Outbound,1011,38
1818_TMS1571,5,3,Outbound,6003,3
249_TMS73,7,1,Inbound,4104,42
414_TMS939,10,1,Inbound,6804,37
605_TMS1027,14,1,Outbound,4407,7
733_TMS1117,16,1,Inbound,6603,34
1192_TMS293,7,2,Inbound,4102,42
1685_TMS1277,35,2,Outbound,1012,31
1089_TMS1441,1,2,Inbound,1202,19
731_TMS1115,16,1,Inbound,6601,34
1994_TMS1065,14,3,Inbound,4404,17
1995_TMS1066,14,3,Inbound,4401,17
475_TMS168,11,1,Inbound,9405,16
1091_TMS1443,1,2,Inbound,1202,19
1832_TMS1585,5,3,Inbound,6002,41
2082_TMS2382,18,3,Inbound,6802,24
1413_TMS2345,13,2,Inbound,6203,28
690_TMS205,16,1,Outbound,6603,36
2154_TMS715,33,3,Inbound,6604,18
1291_TMS402,10,2,Outbound,6001,4
964_TMS2234,35,1,Outbound,1011,38
46_TMS2,2,1,Outbound,6602,1
1719_TMS1310,35,2,Inbound,1012,23
588_TMS1883,14,1,Outbound,4401,7
2165_TMS726,33,3,Inbound,6603,18
610_TMS198,14,1,Outbound,4402,7
1459_TMS2374,14,2,Inbound,6201,17
36_TMS1428,1,1,Inbound,1222,51
16_TMS1409,1,1,Outbound,1221,6
463_TMS2129,11,1,Outbound,9404,5
56_TMS7,2,1,Outbound,6602,1
1709_TMS1300,35,2,Inbound,1012,23
298_TMS113,8,1,Outbound,4407,29
1176_TMS279,7,2,Outbound,4101,9
1098_TMS1450,1,2,Inbound,6403,19
1828_TMS1581,5,3,Inbound,6001,41
1674_TMS1266,35,2,Outbound,1011,31
337_TMS151,8,1,Inbound,4402,35
1545_TMS1156,16,2,Inbound,6603,34
631_TMS1894,14,1,Inbound,4403,17
480_TMS173,11,1,Inbound,9403,16
1124_TMS1548,2,2,Inbound,6401,10
1106_TMS459,2,2,Outbound,1202,1
664_TMS1905,15,1,Inbound,6412,30
329_TMS143,8,1,Inbound,4405,35
1986_TMS1057,14,3,Inbound,4404,17
1987_TMS1058,14,3,Inbound,4401,17
194_TMS31,7,1,Outbound,4104,9
1067_TMS1390,37,1,Inbound,9923,63
500_TMS1797,12,1,Outbound,6002,44
2135_TMS698,33,3,Outbound,6604,53
985_TMS2255,35,1,Outbound,1012,38
1376_TMS516,12,2,Inbound,6001,21
1048_TMS2099,36,1,Inbound,4101,60
951_TMS875,29,1,Inbound,4404,45
771_TMS1985,17,1,Inbound,6701,32
840_TMS2034,20,1,Inbound,9403,67
1090_TMS1442,1,2,Inbound,1201,19
1506_TMS552,16,2,Outbound,6602,36
1899_TMS395,8,3,Inbound,4404,35
153_TMS1671,5,1,Outbound,6001,3
1896_TMS392,8,3,Inbound,4401,35
1069_TMS1388,37,1,Inbound,9921,61
1371_TMS511,12,2,Outbound,6002,25
807_TMS1213,18,1,Inbound,6803,24
306_TMS121,8,1,Outbound,4404,29
2004_TMS1945,15,3,Outbound,6402,47
1848_TMS324,7,3,Outbound,4101,9
1326_TMS2290,11,2,Outbound,6605,5
1445_TMS434,14,2,Outbound,6204,7
1138_TMS1656,5,2,Inbound,6003,41
209_TMS42,7,1,Outbound,4103,9
309_TMS1640,8,1,Outbound,4402,29
1123_TMS1547,2,2,Inbound,6403,10
1641_TMS2140,29,2,Outbound,4301,15
508_TMS1805,12,1,Outbound,6021,44
1602_TMS2053,20,2,Outbound,9402,39
873_TMS1382,21,1,Inbound,9902,65
2026_TMS573,16,3,Outbound,6603,36
304_TMS119,8,1,Outbound,4402,29
1810_TMS1563,5,3,Outbound,6001,3
801_TMS1222,18,1,Inbound,6812,24
932_TMS481,29,1,Inbound,4407,45
1039_TMS2215,35,1,Inbound,1012,14
813_TMS1217,18,1,Inbound,6801,24
1576_TMS1231,18,2,Outbound,6802,50
1773_TMS1451,1,3,Inbound,1201,19
1698_TMS1290,35,2,Outbound,1011,31
1315_TMS2279,11,2,Outbound,6604,5
1245_TMS893,8,2,Inbound,4404,35
469_TMS162,11,1,Inbound,9403,16
424_TMS949,10,1,Inbound,6804,37
679_TMS1919,15,1,Inbound,6422,30
1755_TMS2106,36,2,Outbound,4131,55
2163_TMS724,33,3,Inbound,6601,18
330_TMS144,8,1,Inbound,4406,35
554_TMS977,13,1,Outbound,4403,12
756_TMS1970,17,1,Outbound,6701,20
1153_TMS257,7,2,Outbound,4102,9
844_TMS2038,20,1,Inbound,9403,0
374_TMS1737,9,1,Inbound,1202,8
1789_TMS247,2,3,Outbound,1201,1
31_TMS1423,1,1,Inbound,1202,51
422_TMS947,10,1,Inbound,6804,37
2065_TMS1184,16,3,Inbound,6601,34
614_TMS1015,14,1,Outbound,6604,7
2120_TMS2396,23,3,Inbound,9902,2
1535_TMS1146,16,2,Inbound,6603,34
929_TMS864,29,1,Outbound,6201,15
1692_TMS1284,35,2,Outbound,1011,31
1838_TMS314,7,3,Outbound,4101,9
1745_TMS1336,35,2,Inbound,1012,23
1913_TMS1778,10,3,Outbound,6001,4
1364_TMS2328,11,2,Inbound,6605,16
1787_TMS245,2,3,Outbound,1201,1
1046_TMS2104,36,1,Outbound,4131,55
151_TMS1669,5,1,Outbound,6002,3
1424_TMS1012,13,2,Inbound,6201,28
1191_TMS292,7,2,Inbound,4101,42
2141_TMS704,33,3,Outbound,6602,53
1370_TMS510,12,2,Outbound,6001,25
1917_TMS1782,10,3,Inbound,6002,37
1771_TMS242,1,3,Outbound,6401,6
1890_TMS387,8,3,Outbound,4403,29
458_TMS619,11,1,Outbound,9401,5
1603_TMS2058,20,2,Outbound,9401,39
229_TMS58,7,1,Outbound,4101,9
333_TMS147,8,1,Inbound,6202,35
1277_TMS1758,9,2,Inbound,1202,27
2034_TMS581,16,3,Outbound,6603,36
1850_TMS326,7,3,Outbound,4101,9
853_TMS2047,20,1,Inbound,9404,0
261_TMS1600,7,1,Inbound,4121,42
1883_TMS380,8,3,Outbound,4404,29
1460_TMS2375,14,2,Inbound,6202,17
314_TMS128,8,1,Inbound,4401,35
1059_TMS1366,37,1,Outbound,9902,59
650_TMS1074,15,1,Outbound,6402,47
119_TMS1507,2,1,Inbound,6601,10
663_TMS1904,15,1,Inbound,6401,30
522_TMS1819,12,1,Inbound,6002,21
1617_TMS2071,20,2,Inbound,9402,0
1454_TMS2369,14,2,Inbound,4405,17
1297_TMS408,10,2,Outbound,6001,4
1643_TMS2142,29,2,Outbound,4301,15
2023_TMS570,16,3,Outbound,6604,36
1086_TMS1438,1,2,Inbound,1201,19
1195_TMS296,7,2,Inbound,4101,42
1075_TMS224,1,2,Outbound,6403,6
2071_TMS2158,18,3,Outbound,6802,50
1704_TMS1296,35,2,Outbound,1011,31
1133_TMS1651,5,2,Outbound,6001,3
1_TMS1392,1,1,Outbound,1202,6
1969_TMS1878,13,3,Inbound,4401,28
1251_TMS896,8,2,Inbound,4401,35
1469_TMS1054,14,2,Inbound,6204,17
1428_TMS424,14,2,Outbound,4402,7
941_TMS870,29,1,Inbound,4405,45
154_TMS1672,5,1,Outbound,6011,3
432_TMS957,10,1,Inbound,6804,37
1324_TMS2288,11,2,Outbound,6603,5
582_TMS999,13,1,Inbound,4404,28
1793_TMS251,2,3,Outbound,1201,1
417_TMS942,10,1,Inbound,6802,37
1582_TMS1237,18,2,Outbound,6802,50
1001_TMS2177,35,1,Inbound,1012,14
318_TMS132,8,1,Inbound,4405,35
444_TMS605,11,1,Outbound,9403,5
1131_TMS1649,5,2,Outbound,6002,3
30_TMS1422,1,1,Inbound,1201,51
466_TMS159,11,1,Inbound,9405,16
29_TMS1421,1,1,Inbound,1202,51
1651_TMS2150,29,2,Inbound,4301,45
1875_TMS348,7,3,Inbound,4102,42
1023_TMS2199,35,1,Inbound,1012,14
1543_TMS1154,16,2,Inbound,6601,34
568_TMS985,13,1,Inbound,4401,28
203_TMS36,7,1,Outbound,4101,9
1467_TMS1052,14,2,Inbound,4404,17
911_TMS855,29,1,Outbound,4401,15
1082_TMS231,1,2,Outbound,6401,6
811_TMS1216,18,1,Inbound,6803,24
827_TMS2023,20,1,Outbound,9401,33
495_TMS1792,12,1,Outbound,6001,44
1854_TMS847,7,3,Outbound,4101,9
2155_TMS716,33,3,Inbound,6601,18
1094_TMS1446,1,2,Inbound,1201,19
297_TMS112,8,1,Outbound,4406,29
1225_TMS357,8,2,Outbound,4402,29
13_TMS1401,1,1,Outbound,1201,6
2028_TMS575,16,3,Outbound,6601,36
2100_TMS2078,20,3,Inbound,9401,0
1193_TMS294,7,2,Inbound,4101,42
1957_TMS1866,13,3,Outbound,4402,12
809_TMS1215,18,1,Inbound,6802,24
942_TMS486,29,1,Inbound,4406,45
146_TMS1534,2,1,Inbound,6605,10
2061_TMS1180,16,3,Inbound,6601,34
1871_TMS344,7,3,Inbound,4102,42
791_TMS1197,18,1,Outbound,6802,50
1273_TMS1754,9,2,Outbound,1202,48
1494_TMS1938,15,2,Inbound,6403,30
1636_TMS625,23,2,Inbound,9901,2
698_TMS209,16,1,Outbound,6601,36
1461_TMS2376,14,2,Inbound,6203,17
227_TMS56,7,1,Outbound,4101,9
2031_TMS578,16,3,Outbound,6604,36
42_TMS1434,1,1,Inbound,6604,69
2014_TMS1955,15,3,Inbound,6402,30
970_TMS2240,35,1,Outbound,1011,38
999_TMS2269,35,1,Outbound,1012,38
382_TMS907,10,1,Outbound,6801,4
429_TMS954,10,1,Inbound,6802,37
782_TMS1202,18,1,Outbound,6811,50
1449_TMS1042,14,2,Outbound,6403,7
949_TMS874,29,1,Inbound,4402,45
1374_TMS514,12,2,Outbound,6002,25
1799_TMS1552,2,3,Inbound,6402,10
860_TMS1370,21,1,Outbound,9921,49
349_TMS1713,9,1,Outbound,1202,48
44_TMS1,2,1,Outbound,6601,1
620_TMS1886,14,1,Inbound,4403,17
1197_TMS298,7,2,Inbound,4101,42
82_TMS20,2,1,Outbound,6605,1
1610_TMS2062,20,2,Inbound,9401,0
335_TMS149,8,1,Inbound,6204,35
1951_TMS1860,13,3,Outbound,4404,12
672_TMS1913,15,1,Inbound,6401,30
787_TMS1194,18,1,Outbound,6802,50
2130_TMS693,33,3,Outbound,6603,53
1942_TMS1845,12,3,Inbound,6003,21
1834_TMS310,7,3,Outbound,4101,9
412_TMS937,10,1,Inbound,6804,37
777_TMS1206,18,1,Outbound,6801,64
442_TMS603,11,1,Outbound,9402,5
846_TMS2039,20,1,Inbound,9401,0
2005_TMS1946,15,3,Outbound,6403,47
1213_TMS351,8,2,Outbound,4404,29
2041_TMS588,16,3,Outbound,6602,36
1935_TMS1838,12,3,Outbound,6001,25
913_TMS856,29,1,Outbound,4403,15
994_TMS2264,35,1,Outbound,1011,38
669_TMS1910,15,1,Inbound,6402,30
561_TMS981,13,1,Inbound,4404,28
97_TMS451,2,1,Outbound,6604,1
2074_TMS2161,18,3,Outbound,6801,50
1266_TMS1747,9,2,Outbound,1201,48
28_TMS1420,1,1,Inbound,1201,51
2081_TMS2168,18,3,Outbound,6802,50
683_TMS1923,15,1,Inbound,6422,30
1044_TMS2102,36,1,Outbound,4131,55
2107_TMS2169,23,3,Outbound,9902,52
1760_TMS2110,36,2,Inbound,4131,40
1487_TMS1931,15,2,Inbound,6402,30
479_TMS172,11,1,Inbound,9401,16
532_TMS1829,12,1,Inbound,6001,46
1132_TMS1650,5,2,Outbound,6003,3
1983_TMS447,14,3,Outbound,4401,7
90_TMS24,2,1,Outbound,6604,1
1268_TMS1749,9,2,Outbound,1201,48
1179_TMS1606,7,2,Outbound,4102,9
1111_TMS464,2,2,Outbound,6403,1
736_TMS1120,16,1,Inbound,6601,34
867_TMS1377,21,1,Inbound,9912,65
539_TMS1853,13,1,Outbound,6203,12
1003_TMS2179,35,1,Inbound,1012,14
343_TMS156,8,1,Inbound,4403,35
523_TMS1820,12,1,Inbound,6001,21
1436_TMS2362,14,2,Outbound,6202,7
984_TMS2254,35,1,Outbound,1011,38
780_TMS1201,18,1,Outbound,6804,50
705_TMS537,16,1,Outbound,6603,36
1012_TMS2188,35,1,Inbound,1011,14
1514_TMS560,16,2,Outbound,6605,36
1357_TMS2321,11,2,Inbound,6603,16
1766_TMS237,1,3,Outbound,6402,6
1925_TMS1790,10,3,Inbound,6001,37
934_TMS482,29,1,Inbound,6202,45
371_TMS1735,9,1,Inbound,1202,8
1511_TMS557,16,2,Outbound,6602,36
1860_TMS333,7,3,Inbound,4101,42
624_TMS1040,14,1,Inbound,4407,17
831_TMS2026,20,1,Outbound,9401,33
218_TMS1591,7,1,Outbound,4122,9
1128_TMS1646,5,2,Outbound,6002,3
1939_TMS1842,12,3,Inbound,6003,21
1027_TMS2203,35,1,Inbound,1012,14
1081_TMS230,1,2,Outbound,6403,6
573_TMS990,13,1,Inbound,4406,28
1732_TMS1323,35,2,Inbound,1011,23
110_TMS1498,2,1,Inbound,4102,10
543_TMS964,13,1,Outbound,4403,12
423_TMS948,10,1,Inbound,6802,37
1351_TMS2315,11,2,Inbound,6602,16
109_TMS1497,2,1,Inbound,6601,10
1522_TMS568,16,2,Outbound,6603,36
1004_TMS2180,35,1,Inbound,1011,14
506_TMS1803,12,1,Outbound,6022,44
1594_TMS1248,18,2,Inbound,6801,24
1110_TMS463,2,2,Outbound,1202,1
1626_TMS2097,23,2,Outbound,9902,52
243_TMS1597,7,1,Inbound,4111,42
1770_TMS241,1,3,Outbound,6403,6
301_TMS116,8,1,Outbound,6203,29
1736_TMS1327,35,2,Inbound,1011,23
1316_TMS2280,11,2,Outbound,6605,5
1212_TMS878,8,2,Outbound,4403,29
193_TMS30,7,1,Outbound,4103,9
493_TMS2131,11,1,Inbound,9404,16
1255_TMS898,8,2,Inbound,6201,35
571_TMS988,13,1,Inbound,4404,28
721_TMS1105,16,1,Inbound,6601,34
1472_TMS1090,15,2,Outbound,6403,47
1096_TMS1448,1,2,Inbound,6403,19
