stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,stop_direction
1,,Marine Dr NE & 27th Ave NE,,48.05583124760175,-122.1953375539729,,,0,,0,
10,,Ellison James Dr & Steve Williams Dr,,48.069306668726405,-122.27640503030365,,,0,,0,
1000,,Hwy 99 & 148th St SW,,47.86476833997397,-122.28126207856891,,,0,,0,
1001,,Hwy 99 & 156th St SW,,47.85814503369381,-122.28743260444658,,,0,,0,
1002,,Hwy 99 & 44th Ave W,,47.85151499525252,-122.29259925111641,,,0,,0,
1003,,Hwy 99 & 168th St SW,,47.84723250509186,-122.29428308439174,,,0,,0,
1004,,Hwy 99 & 174th Pl SW,,47.841286937894,-122.29757733832088,,,0,,0,
1005,,Hwy 99 & 176th St SW,,47.84008638086021,-122.29861454260929,,,0,,0,
1006,,Hwy 99 & 188th St SW,,47.82924209220646,-122.30798276031955,,,0,,0,
1007,,Hwy 99 & 196th St SW,,47.82180768526234,-122.31441564310089,,,0,,0,
1008,,Hwy 99 & 200th St SW,,47.81815850205262,-122.31755599427699,,,0,,0,
1009,,Hwy 99 & 204th St SW,,47.814403485874486,-122.3208149919056,,,0,,0,
1010,,Hwy 99 & 208th St SW,,47.81078109576099,-122.32356852294222,,,0,,0,
1011,,Hwy 99 & 212th St SW,,47.80733772799007,-122.32604598181324,,,0,,0,
1012,,Hwy 99 & 216th St SW,,47.80370869147217,-122.3286683459298,,,0,,0,
1013,,Hwy 99 & 220th St SW,,47.8001377938338,-122.3312431886028,,,0,,0,
1014,,Hwy 99 & 230th St SW,,47.79082839733657,-122.33794435248969,,,0,,0,
1015,,Hwy 99 & 234th St SW,,47.7884171735325,-122.33968498462082,,,0,,0,
1016,,Hwy 99 & 238th St SW,,47.78405437325847,-122.34282112726488,,,0,,0,
1017,,Hwy 99 & Edmonds Wy,,47.77844128711185,-122.3461521558521,,,0,,0,
1018,,Hwy 99 & 52nd Ave W,,47.834851495043985,-122.30313748503416,,,0,,0,
1020,,Hwy 99 & Lincoln Wy,,47.87411867131983,-122.27254543325546,,,0,,0,
1021,,Hwy 99 & N Manor Wy,,47.88063557737816,-122.26648230184253,,,0,,0,
1022,,Hwy 99 & 76th Ave W,,47.794917140675274,-122.33499478192354,,,0,,0,
1023,,Hwy 99 & 240th St SW,,47.78124799211335,-122.34499322645458,,,0,,0,
1024,,Hwy 99 & Gibson Rd,,47.88264442447977,-122.26458955358359,,,0,,0,
1026,,State Ave & 5th St,,48.05295969589784,-122.17680191066911,,,0,,0,
1027,,State Ave & 7th St,,48.0547255468736,-122.17679064218721,,,0,,0,
1028,,State Ave & 76th St NE,,48.06517546730325,-122.17671105308614,,,0,,0,
1029,,State Ave & 80th St NE,,48.068684707918415,-122.17673291664613,,,0,,0,
1030,,State Ave & 84th St NE,,48.0723085129469,-122.17633639586589,,,0,,0,
1031,,State Ave & 88th St NE,,48.075986448952285,-122.17576530380516,,,0,,0,
1032,,State Ave & 92nd St NE,,48.07948906827228,-122.1747108560717,,,0,,0,
1033,,State Ave & Grove St,,48.06155374962274,-122.17669444357799,,,0,,0,
1034,,State Ave & 1st St,,48.048889470952076,-122.1769208291894,,,0,,0,
1035,,State Ave & 10th St,,48.05787067594201,-122.1767662152362,,,0,,0,
1037,,S Stillaguamish Ave & Tveit Rd,,48.1887555981147,-122.11758955769646,,,0,,0,
1039,,Village Green Dr & 21st Dr SE,,47.86617204466306,-122.20430456189959,,,0,,0,
1040,,Village Green Dr & Trillium Blvd SE,,47.86723819251003,-122.20776785977658,,,0,,0,
1044,,Village Green Dr & Cottonwood Ln,,47.863763943733,-122.19472676603911,,,0,,0,
1045,,Village Green Dr & Huckleberry Dr SE,,47.86497488920575,-122.19618879789262,,,0,,0,
1049,,N West Ave & W 5th Ave,,48.197466240403244,-122.12808793784158,,,0,,0,
1053,,10th St & Orchard Ave,,47.85309091879018,-121.69194938243685,,,0,,0,
1054,,100th Ave W & 232nd St SW,,47.78836210618098,-122.3668912040691,,,0,,0,
1056,,100th Ave W & Edmonds Wy,,47.79003187363745,-122.36689989786639,,,0,,0,
1058,,100th Ave W & 238th St SW,,47.783371542263,-122.36669480797372,,,0,,0,
1070,,179th Ave SE & Stanton St SE,,47.86017844900215,-121.99077390068561,,,0,,0,
1071,,179th Ave SE & 154th St SE,,47.857631806901956,-121.99072920671293,,,0,,0,
1072,,179th Ave SE & 157th Pl SE,,47.8542514864174,-121.99070255015606,,,0,,0,
1073,,179th Ave SE & 147th St SE,,47.864277687823076,-121.99074329564458,,,0,,0,
1079,,2nd Ave & Stewart St,,47.610604514602116,-122.34023850199158,,,0,,0,
1084,,20th Ave SE & 222nd St SE,,47.79688506789626,-122.20493845464036,,,0,,0,
1085,,23rd Ave SE & 168th St SE,,47.84540290862913,-122.20196270559626,,,0,,0,
