trip_id,stop_sequence,stop_id,arrival_time,departure_time,stop_headsign,route_short_name,pickup_type,drop_off_type,shape_dist_traveled
12FEB-Saturday-101n-10,16,168,,,,,0,0,
12FEB-Saturday-101n-10,17,167,,,,,0,0,
12FEB-Saturday-101n-10,18,2105,17:18:00,17:18:00,,,0,0,
12FEB-Saturday-101n-11,0,1007,17:57:00,17:57:00,,,0,0,
12FEB-Saturday-101n-11,1,997,,,,,0,0,
12FEB-Saturday-101n-11,2,1006,,,,,0,0,
12FEB-Saturday-101n-11,3,1018,,,,,0,0,
12FEB-Saturday-101n-11,4,1005,,,,,0,0,
12FEB-Saturday-101n-11,5,1004,,,,,0,0,
12FEB-Saturday-101n-11,6,1003,,,,,0,0,
12FEB-Saturday-101n-11,7,1002,,,,,0,0,
12FEB-Saturday-101n-11,8,1001,,,,,0,0,
12FEB-Saturday-101n-11,9,998,,,,,0,0,
12FEB-Saturday-101n-11,10,1000,18:07:00,18:07:00,,,0,0,
12FEB-Saturday-101n-11,11,1020,,,,,0,0,
12FEB-Saturday-101n-11,12,1021,,,,,0,0,
12FEB-Saturday-101n-11,13,1024,,,,,0,0,
12FEB-Saturday-101n-11,14,1301,18:11:00,18:11:00,,,0,0,
12FEB-Saturday-101n-11,15,1299,,,,,0,0,
12FEB-Saturday-101n-11,16,168,,,,,0,0,
12FEB-Saturday-101n-11,17,167,,,,,0,0,
12FEB-Saturday-101n-11,18,2105,18:18:00,18:18:00,,,0,0,
12FEB-Saturday-101n-12,0,1007,18:56:00,18:56:00,,,0,0,
12FEB-Saturday-101n-12,1,997,,,,,0,0,
12FEB-Saturday-101n-12,2,1006,,,,,0,0,
12FEB-Saturday-101n-12,3,1018,,,,,0,0,
12FEB-Saturday-101n-12,4,1005,,,,,0,0,
12FEB-Saturday-101n-12,5,1004,,,,,0,0,
12FEB-Saturday-101n-12,6,1003,,,,,0,0,
12FEB-Saturday-101n-12,7,1002,,,,,0,0,
12FEB-Saturday-101n-12,8,1001,,,,,0,0,
12FEB-Saturday-101n-12,9,998,,,,,0,0,
12FEB-Saturday-101n-12,10,1000,19:06:00,19:06:00,,,0,0,
12FEB-Saturday-101n-12,11,1020,,,,,0,0,
12FEB-Saturday-101n-12,12,1021,,,,,0,0,
12FEB-Saturday-101n-12,13,1024,,,,,0,0,
12FEB-Saturday-101n-12,14,1301,19:10:00,19:10:00,,,0,0,
12FEB-Saturday-101n-12,15,1299,,,,,0,0,
12FEB-Saturday-101n-12,16,168,,,,,0,0,
12FEB-Saturday-101n-12,17,167,,,,,0,0,
12FEB-Saturday-101n-12,18,2105,19:17:00,19:17:00,,,0,0,
12FEB-Saturday-101n-13,0,1007,19:56:00,19:56:00,,,0,0,
12FEB-Saturday-101n-13,1,997,,,,,0,0,
12FEB-Saturday-101n-13,2,1006,,,,,0,0,
12FEB-Saturday-101n-13,3,1018,,,,,0,0,
12FEB-Saturday-101n-13,4,1005,,,,,0,0,
12FEB-Saturday-101n-13,5,1004,,,,,0,0,
12FEB-Saturday-101n-13,6,1003,,,,,0,0,
12FEB-Saturday-101n-13,7,1002,,,,,0,0,
12FEB-Saturday-101n-13,8,1001,,,,,0,0,
12FEB-Saturday-101n-13,9,998,,,,,0,0,
12FEB-Saturday-101n-13,10,1000,20:05:00,20:05:00,,,0,0,
12FEB-Saturday-101n-13,11,1020,,,,,0,0,
12FEB-Saturday-101n-13,12,1021,,,,,0,0,
12FEB-Saturday-101n-13,13,1024,,,,,0,0,
12FEB-Saturday-101n-13,14,1301,20:09:00,20:09:00,,,0,0,
12FEB-Saturday-101n-13,15,1299,,,,,0,0,
12FEB-Saturday-101n-13,16,168,,,,,0,0,
12FEB-Saturday-101n-13,17,167,,,,,0,0,
12FEB-Saturday-101n-13,18,2105,20:16:00,20:16:00,,,0,0,
12FEB-Saturday-101n-14,0,1007,20:54:00,20:54:00,,,0,0,
12FEB-Saturday-101n-14,1,997,,,,,0,0,
12FEB-Saturday-101n-14,2,1006,,,,,0,0,
12FEB-Saturday-101n-14,3,1018,,,,,0,0,
12FEB-Saturday-101n-14,4,1005,,,,,0,0,
12FEB-Saturday-101n-14,5,1004,,,,,0,0,
12FEB-Saturday-101n-14,6,1003,,,,,0,0,
12FEB-Saturday-101n-14,7,1002,,,,,0,0,
12FEB-Saturday-101n-14,8,1001,,,,,0,0,
12FEB-Saturday-101n-14,9,998,,,,,0,0,
12FEB-Saturday-101n-14,10,1000,21:03:00,21:03:00,,,0,0,
12FEB-Saturday-101n-14,11,1020,,,,,0,0,
12FEB-Saturday-101n-14,12,1021,,,,,0,0,
12FEB-Saturday-101n-14,13,1024,,,,,0,0,
12FEB-Saturday-101n-14,14,1301,21:07:00,21:07:00,,,0,0,
12FEB-Saturday-101n-14,15,1299,,,,,0,0,
12FEB-Saturday-101n-14,16,168,,,,,0,0,
12FEB-Saturday-101n-14,17,167,,,,,0,0,
12FEB-Saturday-101n-14,18,2105,21:14:00,21:14:00,,,0,0,
12FEB-Saturday-101n-15,0,1007,21:54:00,21:54:00,,,0,0,
12FEB-Saturday-101n-15,1,997,,,,,0,0,
12FEB-Saturday-101n-15,2,1006,,,,,0,0,
12FEB-Saturday-101n-15,3,1018,,,,,0,0,
12FEB-Saturday-101n-15,4,1005,,,,,0,0,
12FEB-Saturday-101n-15,5,1004,,,,,0,0,
12FEB-Saturday-101n-15,6,1003,,,,,0,0,
12FEB-Saturday-101n-15,7,1002,,,,,0,0,
12FEB-Saturday-101n-15,8,1001,,,,,0,0,
12FEB-Saturday-101n-15,9,998,,,,,0,0,
12FEB-Saturday-101n-15,10,1000,22:03:00,22:03:00,,,0,0,
12FEB-Saturday-101n-15,11,1020,,,,,0,0,
12FEB-Saturday-101n-15,12,1021,,,,,0,0,
12FEB-Saturday-101n-15,13,1024,,,,,0,0,
12FEB-Saturday-101n-15,14,1301,22:07:00,22:07:00,,,0,0,
12FEB-Saturday-101n-15,15,1299,,,,,0,0,
12FEB-Saturday-101n-15,16,168,,,,,0,0,
12FEB-Saturday-101n-15,17,167,,,,,0,0,
12FEB-Saturday-101n-15,18,2105,22:14:00,22:14:00,,,0,0,
12FEB-Saturday-101n-2,0,1007,08:55:00,08:55:00,,,0,0,
12FEB-Saturday-101n-2,1,997,,,,,0,0,
12FEB-Saturday-101n-2,2,1006,,,,,0,0,
12FEB-Saturday-101n-2,3,1018,,,,,0,0,
12FEB-Saturday-101n-2,4,1005,,,,,0,0,
12FEB-Saturday-101n-2,5,1004,,,,,0,0,
12FEB-Saturday-101n-2,6,1003,,,,,0,0,
12FEB-Saturday-101n-2,7,1002,,,,,0,0,
12FEB-Saturday-101n-2,8,1001,,,,,0,0,
12FEB-Saturday-101n-2,9,998,,,,,0,0,
12FEB-Saturday-101n-2,10,1000,09:03:00,09:03:00,,,0,0,
12FEB-Saturday-101n-2,11,1020,,,,,0,0,
12FEB-Saturday-101n-2,12,1021,,,,,0,0,
12FEB-Saturday-101n-2,13,1024,,,,,0,0,
12FEB-Saturday-101n-2,14,1301,09:07:00,09:07:00,,,0,0,
12FEB-Saturday-101n-2,15,1299,,,,,0,0,
12FEB-Saturday-101n-2,16,168,,,,,0,0,
12FEB-Saturday-101n-2,17,167,,,,,0,0,
12FEB-Saturday-101n-2,18,2105,09:13:00,09:13:00,,,0,0,
12FEB-Saturday-101n-3,0,1007,09:55:00,09:55:00,,,0,0,
12FEB-Saturday-101n-3,1,997,,,,,0,0,
12FEB-Saturday-101n-3,2,1006,,,,,0,0,
12FEB-Saturday-101n-3,3,1018,,,,,0,0,
12FEB-Saturday-101n-3,4,1005,,,,,0,0,
12FEB-Saturday-101n-3,5,1004,,,,,0,0,
12FEB-Saturday-101n-3,6,1003,,,,,0,0,
12FEB-Saturday-101n-3,7,1002,,,,,0,0,
12FEB-Saturday-101n-3,8,1001,,,,,0,0,
12FEB-Saturday-101n-3,9,998,,,,,0,0,
12FEB-Saturday-101n-3,10,1000,10:03:00,10:03:00,,,0,0,
12FEB-Saturday-101n-3,11,1020,,,,,0,0,
12FEB-Saturday-101n-3,12,1021,,,,,0,0,
12FEB-Saturday-101n-3,13,1024,,,,,0,0,
12FEB-Saturday-101n-3,14,1301,10:08:00,10:08:00,,,0,0,
12FEB-Saturday-101n-3,15,1299,,,,,0,0,
12FEB-Saturday-101n-3,16,168,,,,,0,0,
12FEB-Saturday-101n-3,17,167,,,,,0,0,
12FEB-Saturday-101n-3,18,2105,10:15:00,10:15:00,,,0,0,
12FEB-Saturday-101n-4,0,1007,10:57:00,10:57:00,,,0,0,
12FEB-Saturday-101n-4,1,997,,,,,0,0,
12FEB-Saturday-101n-4,2,1006,,,,,0,0,
12FEB-Saturday-101n-4,3,1018,,,,,0,0,
12FEB-Saturday-101n-4,4,1005,,,,,0,0,
12FEB-Saturday-101n-4,5,1004,,,,,0,0,
12FEB-Saturday-101n-4,6,1003,,,,,0,0,
12FEB-Saturday-101n-4,7,1002,,,,,0,0,
12FEB-Saturday-101n-4,8,1001,,,,,0,0,
12FEB-Saturday-101n-4,9,998,,,,,0,0,
12FEB-Saturday-101n-4,10,1000,11:06:00,11:06:00,,,0,0,
12FEB-Saturday-101n-4,11,1020,,,,,0,0,
12FEB-Saturday-101n-4,12,1021,,,,,0,0,
12FEB-Saturday-101n-4,13,1024,,,,,0,0,
12FEB-Saturday-101n-4,14,1301,11:11:00,11:11:00,,,0,0,
12FEB-Saturday-101n-4,15,1299,,,,,0,0,
12FEB-Saturday-101n-4,16,168,,,,,0,0,
12FEB-Saturday-101n-4,17,167,,,,,0,0,
12FEB-Saturday-101n-4,18,2105,11:18:00,11:18:00,,,0,0,
12FEB-Saturday-101n-5,0,1007,11:57:00,11:57:00,,,0,0,
12FEB-Saturday-101n-5,1,997,,,,,0,0,
12FEB-Saturday-101n-5,2,1006,,,,,0,0,
12FEB-Saturday-101n-5,3,1018,,,,,0,0,
12FEB-Saturday-101n-5,4,1005,,,,,0,0,
12FEB-Saturday-101n-5,5,1004,,,,,0,0,
12FEB-Saturday-101n-5,6,1003,,,,,0,0,
12FEB-Saturday-101n-5,7,1002,,,,,0,0,
12FEB-Saturday-101n-5,8,1001,,,,,0,0,
12FEB-Saturday-101n-5,9,998,,,,,0,0,
12FEB-Saturday-101n-5,10,1000,12:06:00,12:06:00,,,0,0,
12FEB-Saturday-101n-5,11,1020,,,,,0,0,
12FEB-Saturday-101n-5,12,1021,,,,,0,0,
12FEB-Saturday-101n-5,13,1024,,,,,0,0,
12FEB-Saturday-101n-5,14,1301,12:11:00,12:11:00,,,0,0,
12FEB-Saturday-101n-5,15,1299,,,,,0,0,
12FEB-Saturday-101n-5,16,168,,,,,0,0,
12FEB-Saturday-101n-5,17,167,,,,,0,0,
12FEB-Saturday-101n-5,18,2105,12:18:00,12:18:00,,,0,0,
12FEB-Saturday-101n-6,0,1007,12:57:00,12:57:00,,,0,0,
12FEB-Saturday-101n-6,1,997,,,,,0,0,
12FEB-Saturday-101n-6,2,1006,,,,,0,0,
12FEB-Saturday-101n-6,3,1018,,,,,0,0,
12FEB-Saturday-101n-6,4,1005,,,,,0,0,
12FEB-Saturday-101n-6,5,1004,,,,,0,0,
12FEB-Saturday-101n-6,6,1003,,,,,0,0,
12FEB-Saturday-101n-6,7,1002,,,,,0,0,
12FEB-Saturday-101n-6,8,1001,,,,,0,0,
12FEB-Saturday-101n-6,9,998,,,,,0,0,
12FEB-Saturday-101n-6,10,1000,13:07:00,13:07:00,,,0,0,
12FEB-Saturday-101n-6,11,1020,,,,,0,0,
12FEB-Saturday-101n-6,12,1021,,,,,0,0,
12FEB-Saturday-101n-6,13,1024,,,,,0,0,
12FEB-Saturday-101n-6,14,1301,13:11:00,13:11:00,,,0,0,
12FEB-Saturday-101n-6,15,1299,,,,,0,0,
12FEB-Saturday-101n-6,16,168,,,,,0,0,
12FEB-Saturday-101n-6,17,167,,,,,0,0,
12FEB-Saturday-101n-6,18,2105,13:18:00,13:18:00,,,0,0,
12FEB-Saturday-101n-7,0,1007,13:57:00,13:57:00,,,0,0,
12FEB-Saturday-101n-7,1,997,,,,,0,0,
12FEB-Saturday-101n-7,2,1006,,,,,0,0,
12FEB-Saturday-101n-7,3,1018,,,,,0,0,
12FEB-Saturday-101n-7,4,1005,,,,,0,0,
12FEB-Saturday-101n-7,5,1004,,,,,0,0,
12FEB-Saturday-101n-7,6,1003,,,,,0,0,
12FEB-Saturday-101n-7,7,1002,,,,,0,0,
12FEB-Saturday-101n-7,8,1001,,,,,0,0,
12FEB-Saturday-101n-7,9,998,,,,,0,0,
12FEB-Saturday-101n-7,10,1000,14:07:00,14:07:00,,,0,0,
12FEB-Saturday-101n-7,11,1020,,,,,0,0,
12FEB-Saturday-101n-7,12,1021,,,,,0,0,
12FEB-Saturday-101n-7,13,1024,,,,,0,0,
12FEB-Saturday-101n-7,14,1301,14:11:00,14:11:00,,,0,0,
12FEB-Saturday-101n-7,15,1299,,,,,0,0,
12FEB-Saturday-101n-7,16,168,,,,,0,0,
12FEB-Saturday-101n-7,17,167,,,,,0,0,
12FEB-Saturday-101n-7,18,2105,14:18:00,14:18:00,,,0,0,
12FEB-Saturday-101n-8,0,1007,14:57:00,14:57:00,,,0,0,
12FEB-Saturday-101n-8,1,997,,,,,0,0,
12FEB-Saturday-101n-8,2,1006,,,,,0,0,
12FEB-Saturday-101n-8,3,1018,,,,,0,0,
12FEB-Saturday-101n-8,4,1005,,,,,0,0,
12FEB-Saturday-101n-8,5,1004,,,,,0,0,
12FEB-Saturday-101n-8,6,1003,,,,,0,0,
12FEB-Saturday-101n-8,7,1002,,,,,0,0,
12FEB-Saturday-101n-8,8,1001,,,,,0,0,
12FEB-Saturday-101n-8,9,998,,,,,0,0,
12FEB-Saturday-101n-8,10,1000,15:07:00,15:07:00,,,0,0,
12FEB-Saturday-101n-8,11,1020,,,,,0,0,
12FEB-Saturday-101n-8,12,1021,,,,,0,0,
12FEB-Saturday-101n-8,13,1024,,,,,0,0,
12FEB-Saturday-101n-8,14,1301,15:11:00,15:11:00,,,0,0,
12FEB-Saturday-101n-8,15,1299,,,,,0,0,
12FEB-Saturday-101n-8,16,168,,,,,0,0,
12FEB-Saturday-101n-8,17,167,,,,,0,0,
12FEB-Saturday-101n-8,18,2105,15:18:00,15:18:00,,,0,0,
12FEB-Saturday-101n-9,0,1007,15:57:00,15:57:00,,,0,0,
12FEB-Saturday-101n-9,1,997,,,,,0,0,
12FEB-Saturday-101n-9,2,1006,,,,,0,0,
12FEB-Saturday-101n-9,3,1018,,,,,0,0,
12FEB-Saturday-101n-9,4,1005,,,,,0,0,
12FEB-Saturday-101n-9,5,1004,,,,,0,0,
12FEB-Saturday-101n-9,6,1003,,,,,0,0,
12FEB-Saturday-101n-9,7,1002,,,,,0,0,
12FEB-Saturday-101n-9,8,1001,,,,,0,0,
12FEB-Saturday-101n-9,9,998,,,,,0,0,
12FEB-Saturday-101n-9,10,1000,16:07:00,16:07:00,,,0,0,
12FEB-Saturday-101n-9,11,1020,,,,,0,0,
12FEB-Saturday-101n-9,12,1021,,,,,0,0,
12FEB-Saturday-101n-9,13,1024,,,,,0,0,
12FEB-Saturday-101n-9,14,1301,16:11:00,16:11:00,,,0,0,
12FEB-Saturday-101n-9,15,1299,,,,,0,0,
12FEB-Saturday-101n-9,16,168,,,,,0,0,
12FEB-Saturday-101n-9,17,167,,,,,0,0,
12FEB-Saturday-101n-9,18,2105,16:18:00,16:18:00,,,0,0,
12FEB-Saturday-101s-0,0,2105,06:00:00,06:00:00,,,0,0,
12FEB-Saturday-101s-0,1,1553,,,,,0,0,
12FEB-Saturday-101s-0,2,1554,,,,,0,0,
12FEB-Saturday-101s-0,3,808,,,,,0,0,
12FEB-Saturday-101s-0,4,807,,,,,0,0,
12FEB-Saturday-101s-0,5,1513,06:05:00,06:05:00,,,0,0,
12FEB-Saturday-101s-0,6,1518,,,,,0,0,
12FEB-Saturday-101s-0,7,1514,,,,,0,0,
12FEB-Saturday-101s-0,8,1519,,,,,0,0,
12FEB-Saturday-101s-0,9,1497,06:09:00,06:09:00,,,0,0,
12FEB-Saturday-101s-0,10,1493,,,,,0,0,
12FEB-Saturday-101s-0,11,1498,,,,,0,0,
12FEB-Saturday-101s-0,12,1512,,,,,0,0,
12FEB-Saturday-101s-0,13,1499,,,,,0,0,
12FEB-Saturday-101s-0,14,1500,,,,,0,0,
12FEB-Saturday-101s-0,15,1501,,,,,0,0,
12FEB-Saturday-101s-0,16,1521,,,,,0,0,
12FEB-Saturday-101s-0,17,1502,,,,,0,0,
12FEB-Saturday-101s-0,18,1495,,,,,0,0,
12FEB-Saturday-101s-0,19,1503,06:17:00,06:17:00,,,0,0,
12FEB-Saturday-101s-0,20,1504,,,,,0,0,
12FEB-Saturday-101s-0,21,1505,,,,,0,0,
12FEB-Saturday-101s-0,22,1506,,,,,0,0,
12FEB-Saturday-101s-0,23,1507,,,,,0,0,
12FEB-Saturday-101s-0,24,1508,,,,,0,0,
12FEB-Saturday-101s-0,25,1509,,,,,0,0,
12FEB-Saturday-101s-0,26,1510,,,,,0,0,
12FEB-Saturday-101s-0,27,1511,,,,,0,0,
12FEB-Saturday-101s-0,28,1516,,,,,0,0,
12FEB-Saturday-101s-0,29,1517,,,,,0,0,
12FEB-Saturday-101s-0,30,2089,,,,,0,0,
12FEB-Saturday-101s-0,31,256,,,,,0,0,
12FEB-Saturday-101s-0,32,2877,06:30:00,06:30:00,,,0,0,
12FEB-Saturday-101s-1,0,2105,07:00:00,07:00:00,,,0,0,
12FEB-Saturday-101s-1,1,1553,,,,,0,0,
12FEB-Saturday-101s-1,2,1554,,,,,0,0,
12FEB-Saturday-101s-1,3,808,,,,,0,0,
12FEB-Saturday-101s-1,4,807,,,,,0,0,
12FEB-Saturday-101s-1,5,1513,07:05:00,07:05:00,,,0,0,
12FEB-Saturday-101s-1,6,1518,,,,,0,0,
12FEB-Saturday-101s-1,7,1514,,,,,0,0,
12FEB-Saturday-101s-1,8,1519,,,,,0,0,
12FEB-Saturday-101s-1,9,1497,07:09:00,07:09:00,,,0,0,
12FEB-Saturday-101s-1,10,1493,,,,,0,0,
12FEB-Saturday-101s-1,11,1498,,,,,0,0,
12FEB-Saturday-101s-1,12,1512,,,,,0,0,
12FEB-Saturday-101s-1,13,1499,,,,,0,0,
12FEB-Saturday-101s-1,14,1500,,,,,0,0,
12FEB-Saturday-101s-1,15,1501,,,,,0,0,
12FEB-Saturday-101s-1,16,1521,,,,,0,0,
12FEB-Saturday-101s-1,17,1502,,,,,0,0,
12FEB-Saturday-101s-1,18,1495,,,,,0,0,
12FEB-Saturday-101s-1,19,1503,07:17:00,07:17:00,,,0,0,
12FEB-Saturday-101s-1,20,1504,,,,,0,0,
12FEB-Saturday-101s-1,21,1505,,,,,0,0,
12FEB-Saturday-101s-1,22,1506,,,,,0,0,
12FEB-Saturday-101s-1,23,1507,,,,,0,0,
12FEB-Saturday-101s-1,24,1508,,,,,0,0,
12FEB-Saturday-101s-1,25,1509,,,,,0,0,
12FEB-Saturday-101s-1,26,1510,,,,,0,0,
12FEB-Saturday-101s-1,27,1511,,,,,0,0,
12FEB-Saturday-101s-1,28,1516,,,,,0,0,
12FEB-Saturday-101s-1,29,1517,,,,,0,0,
12FEB-Saturday-101s-1,30,2089,,,,,0,0,
12FEB-Saturday-101s-1,31,256,,,,,0,0,
12FEB-Saturday-101s-1,32,2877,07:30:00,07:30:00,,,0,0,
12FEB-Saturday-101s-10,0,2105,16:00:00,16:00:00,,,0,0,
12FEB-Saturday-101s-10,1,1553,,,,,0,0,
12FEB-Saturday-101s-10,2,1554,,,,,0,0,
12FEB-Saturday-101s-10,3,808,,,,,0,0,
12FEB-Saturday-101s-10,4,807,,,,,0,0,
12FEB-Saturday-101s-10,5,1513,16:06:00,16:06:00,,,0,0,
12FEB-Saturday-101s-10,6,1518,,,,,0,0,
12FEB-Saturday-101s-10,7,1514,,,,,0,0,
12FEB-Saturday-101s-10,8,1519,,,,,0,0,
12FEB-Saturday-101s-10,9,1497,16:11:00,16:11:00,,,0,0,
12FEB-Saturday-101s-10,10,1493,,,,,0,0,
12FEB-Saturday-101s-10,11,1498,,,,,0,0,
12FEB-Saturday-101s-10,12,1512,,,,,0,0,
12FEB-Saturday-101s-10,13,1499,,,,,0,0,
12FEB-Saturday-101s-10,14,1500,,,,,0,0,
12FEB-Saturday-101s-10,15,1501,,,,,0,0,
12FEB-Saturday-101s-10,16,1521,,,,,0,0,
12FEB-Saturday-101s-10,17,1502,,,,,0,0,
12FEB-Saturday-101s-10,18,1495,,,,,0,0,
12FEB-Saturday-101s-10,19,1503,16:20:00,16:20:00,,,0,0,
12FEB-Saturday-101s-10,20,1504,,,,,0,0,
12FEB-Saturday-101s-10,21,1505,,,,,0,0,
12FEB-Saturday-101s-10,22,1506,,,,,0,0,
12FEB-Saturday-101s-10,23,1507,,,,,0,0,
12FEB-Saturday-101s-10,24,1508,,,,,0,0,
12FEB-Saturday-101s-10,25,1509,,,,,0,0,
12FEB-Saturday-101s-10,26,1510,,,,,0,0,
12FEB-Saturday-101s-10,27,1511,,,,,0,0,
12FEB-Saturday-101s-10,28,1516,,,,,0,0,
12FEB-Saturday-101s-10,29,1517,,,,,0,0,
12FEB-Saturday-101s-10,30,2089,,,,,0,0,
12FEB-Saturday-101s-10,31,256,,,,,0,0,
12FEB-Saturday-101s-10,32,2877,16:35:00,16:35:00,,,0,0,
12FEB-Saturday-101s-11,0,2105,17:00:00,17:00:00,,,0,0,
12FEB-Saturday-101s-11,1,1553,,,,,0,0,
12FEB-Saturday-101s-11,2,1554,,,,,0,0,
12FEB-Saturday-101s-11,3,808,,,,,0,0,
12FEB-Saturday-101s-11,4,807,,,,,0,0,
12FEB-Saturday-101s-11,5,1513,17:06:00,17:06:00,,,0,0,
12FEB-Saturday-101s-11,6,1518,,,,,0,0,
12FEB-Saturday-101s-11,7,1514,,,,,0,0,
12FEB-Saturday-101s-11,8,1519,,,,,0,0,
12FEB-Saturday-101s-11,9,1497,17:11:00,17:11:00,,,0,0,
12FEB-Saturday-101s-11,10,1493,,,,,0,0,
12FEB-Saturday-101s-11,11,1498,,,,,0,0,
12FEB-Saturday-101s-11,12,1512,,,,,0,0,
12FEB-Saturday-101s-11,13,1499,,,,,0,0,
12FEB-Saturday-101s-11,14,1500,,,,,0,0,
12FEB-Saturday-101s-11,15,1501,,,,,0,0,
12FEB-Saturday-101s-11,16,1521,,,,,0,0,
12FEB-Saturday-101s-11,17,1502,,,,,0,0,
12FEB-Saturday-101s-11,18,1495,,,,,0,0,
12FEB-Saturday-101s-11,19,1503,17:20:00,17:20:00,,,0,0,
12FEB-Saturday-101s-11,20,1504,,,,,0,0,
12FEB-Saturday-101s-11,21,1505,,,,,0,0,
12FEB-Saturday-101s-11,22,1506,,,,,0,0,
12FEB-Saturday-101s-11,23,1507,,,,,0,0,
12FEB-Saturday-101s-11,24,1508,,,,,0,0,
12FEB-Saturday-101s-11,25,1509,,,,,0,0,
12FEB-Saturday-101s-11,26,1510,,,,,0,0,
12FEB-Saturday-101s-11,27,1511,,,,,0,0,
12FEB-Saturday-101s-11,28,1516,,,,,0,0,
12FEB-Saturday-101s-11,29,1517,,,,,0,0,
12FEB-Saturday-101s-11,30,2089,,,,,0,0,
12FEB-Saturday-101s-11,31,256,,,,,0,0,
12FEB-Saturday-101s-11,32,2877,17:35:00,17:35:00,,,0,0,
12FEB-Saturday-101s-12,0,2105,18:00:00,18:00:00,,,0,0,
12FEB-Saturday-101s-12,1,1553,,,,,0,0,
12FEB-Saturday-101s-12,2,1554,,,,,0,0,
12FEB-Saturday-101s-12,3,808,,,,,0,0,
12FEB-Saturday-101s-12,4,807,,,,,0,0,
12FEB-Saturday-101s-12,5,1513,18:05:00,18:05:00,,,0,0,
12FEB-Saturday-101s-12,6,1518,,,,,0,0,
12FEB-Saturday-101s-12,7,1514,,,,,0,0,
12FEB-Saturday-101s-12,8,1519,,,,,0,0,
12FEB-Saturday-101s-12,9,1497,18:10:00,18:10:00,,,0,0,
12FEB-Saturday-101s-12,10,1493,,,,,0,0,
12FEB-Saturday-101s-12,11,1498,,,,,0,0,
12FEB-Saturday-101s-12,12,1512,,,,,0,0,
12FEB-Saturday-101s-12,13,1499,,,,,0,0,
12FEB-Saturday-101s-12,14,1500,,,,,0,0,
