route_id,service_id,trip_short_name,trip_headsign,route_short_name,direction_id,block_id,shape_id,wheelchair_accessible,trip_id
101,12FEB-Saturday,,Aurora Village Transit Center,,0,,101-sb-Saturday,0,12FEB-Saturday-101s-8
101,12FEB-Saturday,,Aurora Village Transit Center,,0,,101-sb-Saturday,0,12FEB-Saturday-101s-9
105,12FEB-Saturday,,Mariner Park & Ride,,0,,105-nb-Saturday,0,12FEB-Saturday-105nv-0
105,12FEB-Saturday,,Mariner Park & Ride,,0,,105-nb-Saturday,0,12FEB-Saturday-105nv-1
105,12FEB-Saturday,,Mariner Park & Ride,,0,,105-nb-Saturday,0,12FEB-Saturday-105nv-10
105,12FEB-Saturday,,Mariner Park & Ride,,0,,105-nb-Saturday,0,12FEB-Saturday-105nv-11
105,12FEB-Saturday,,Mariner Park & Ride,,0,,105-nb-Saturday,0,12FEB-Saturday-105nv-12
105,12FEB-Saturday,,Mariner Park & Ride,,0,,105-nb-Saturday,0,12FEB-Saturday-105nv-13
105,12FEB-Saturday,,Mariner Park & Ride,,0,,105-nb-Saturday,0,12FEB-Saturday-105nv-14
105,12FEB-Saturday,,Mariner Park & Ride,,0,,105-nb-Saturday,0,12FEB-Saturday-105nv-2
105,12FEB-Saturday,,Mariner Park & Ride,,0,,105-nb-Saturday,0,12FEB-Saturday-105nv-3
105,12FEB-Saturday,,Mariner Park & Ride,,0,,105-nb-Saturday,0,12FEB-Saturday-105nv-4
105,12FEB-Saturday,,Mariner Park & Ride,,0,,105-nb-Saturday,0,12FEB-Saturday-105nv-5
105,12FEB-Saturday,,Mariner Park & Ride,,0,,105-nb-Saturday,0,12FEB-Saturday-105nv-6
105,12FEB-Saturday,,Mariner Park & Ride,,0,,105-nb-Saturday,0,12FEB-Saturday-105nv-7
105,12FEB-Saturday,,Mariner Park & Ride,,0,,105-nb-Saturday,0,12FEB-Saturday-105nv-8
105,12FEB-Saturday,,Mariner Park & Ride,,0,,105-nb-Saturday,0,12FEB-Saturday-105nv-9
105,12FEB-Saturday,,Bothell,,0,,105-sb-Saturday,0,12FEB-Saturday-105sv-0
105,12FEB-Saturday,,Bothell,,0,,105-sb-Saturday,0,12FEB-Saturday-105sv-1
105,12FEB-Saturday,,Bothell,,0,,105-sb-Saturday,0,12FEB-Saturday-105sv-10
105,12FEB-Saturday,,Bothell,,0,,105-sb-Saturday,0,12FEB-Saturday-105sv-11
105,12FEB-Saturday,,Bothell,,0,,105-sb-Saturday,0,12FEB-Saturday-105sv-12
105,12FEB-Saturday,,Bothell,,0,,105-sb-Saturday,0,12FEB-Saturday-105sv-13
105,12FEB-Saturday,,Bothell,,0,,105-sb-Saturday,0,12FEB-Saturday-105sv-14
105,12FEB-Saturday,,Bothell,,0,,105-sb-Saturday,0,12FEB-Saturday-105sv-15
105,12FEB-Saturday,,Bothell,,0,,105-sb-Saturday,0,12FEB-Saturday-105sv-2
105,12FEB-Saturday,,Bothell,,0,,105-sb-Saturday,0,12FEB-Saturday-105sv-3
105,12FEB-Saturday,,Bothell,,0,,105-sb-Saturday,0,12FEB-Saturday-105sv-4
105,12FEB-Saturday,,Bothell,,0,,105-sb-Saturday,0,12FEB-Saturday-105sv-5
105,12FEB-Saturday,,Bothell,,0,,105-sb-Saturday,0,12FEB-Saturday-105sv-6
105,12FEB-Saturday,,Bothell,,0,,105-sb-Saturday,0,12FEB-Saturday-105sv-7
105,12FEB-Saturday,,Bothell,,0,,105-sb-Saturday,0,12FEB-Saturday-105sv-8
105,12FEB-Saturday,,Bothell,,0,,105-sb-Saturday,0,12FEB-Saturday-105sv-9
112,12FEB-Saturday,,Ash Way Park & Ride,,0,,112-nb-Saturday,0,12FEB-Saturday-112nv-0
112,12FEB-Saturday,,Ash Way Park & Ride,,0,,112-nb-Saturday,0,12FEB-Saturday-112nv-1
112,12FEB-Saturday,,Ash Way Park & Ride,,0,,112-nb-Saturday,0,12FEB-Saturday-112nv-10
112,12FEB-Saturday,,Ash Way Park & Ride,,0,,112-nb-Saturday,0,12FEB-Saturday-112nv-11
112,12FEB-Saturday,,Ash Way Park & Ride,,0,,112-nb-Saturday,0,12FEB-Saturday-112nv-12
112,12FEB-Saturday,,Ash Way Park & Ride,,0,,112-nb-Saturday,0,12FEB-Saturday-112nv-13
112,12FEB-Saturday,,Ash Way Park & Ride,,0,,112-nb-Saturday,0,12FEB-Saturday-112nv-14
112,12FEB-Saturday,,Ash Way Park & Ride,,0,,112-nb-Saturday,0,12FEB-Saturday-112nv-2
112,12FEB-Saturday,,Ash Way Park & Ride,,0,,112-nb-Saturday,0,12FEB-Saturday-112nv-3
112,12FEB-Saturday,,Ash Way Park & Ride,,0,,112-nb-Saturday,0,12FEB-Saturday-112nv-4
112,12FEB-Saturday,,Ash Way Park & Ride,,0,,112-nb-Saturday,0,12FEB-Saturday-112nv-5
112,12FEB-Saturday,,Ash Way Park & Ride,,0,,112-nb-Saturday,0,12FEB-Saturday-112nv-6
112,12FEB-Saturday,,Ash Way Park & Ride,,0,,112-nb-Saturday,0,12FEB-Saturday-112nv-7
112,12FEB-Saturday,,Ash Way Park & Ride,,0,,112-nb-Saturday,0,12FEB-Saturday-112nv-8
112,12FEB-Saturday,,Ash Way Park & Ride,,0,,112-nb-Saturday,0,12FEB-Saturday-112nv-9
112,12FEB-Saturday,,Mountlake Terrace,,0,,112-sb-Saturday,0,12FEB-Saturday-112sv-0
112,12FEB-Saturday,,Mountlake Terrace,,0,,112-sb-Saturday,0,12FEB-Saturday-112sv-1
112,12FEB-Saturday,,Mountlake Terrace,,0,,112-sb-Saturday,0,12FEB-Saturday-112sv-10
112,12FEB-Saturday,,Mountlake Terrace,,0,,112-sb-Saturday,0,12FEB-Saturday-112sv-11
112,12FEB-Saturday,,Mountlake Terrace,,0,,112-sb-Saturday,0,12FEB-Saturday-112sv-12
112,12FEB-Saturday,,Mountlake Terrace,,0,,112-sb-Saturday,0,12FEB-Saturday-112sv-13
112,12FEB-Saturday,,Mountlake Terrace,,0,,112-sb-Saturday,0,12FEB-Saturday-112sv-14
112,12FEB-Saturday,,Mountlake Terrace,,0,,112-sb-Saturday,0,12FEB-Saturday-112sv-2
112,12FEB-Saturday,,Mountlake Terrace,,0,,112-sb-Saturday,0,12FEB-Saturday-112sv-3
112,12FEB-Saturday,,Mountlake Terrace,,0,,112-sb-Saturday,0,12FEB-Saturday-112sv-4
112,12FEB-Saturday,,Mountlake Terrace,,0,,112-sb-Saturday,0,12FEB-Saturday-112sv-5
112,12FEB-Saturday,,Mountlake Terrace,,0,,112-sb-Saturday,0,12FEB-Saturday-112sv-6
112,12FEB-Saturday,,Mountlake Terrace,,0,,112-sb-Saturday,0,12FEB-Saturday-112sv-7
112,12FEB-Saturday,,Mountlake Terrace,,0,,112-sb-Saturday,0,12FEB-Saturday-112sv-8
112,12FEB-Saturday,,Mountlake Terrace,,0,,112-sb-Saturday,0,12FEB-Saturday-112sv-9
113,12FEB-Saturday,,Mukilteo,,0,,113-nb-Saturday,0,12FEB-Saturday-113nv-0
113,12FEB-Saturday,,Mukilteo,,0,,113-nb-Saturday,0,12FEB-Saturday-113nv-1
113,12FEB-Saturday,,Mukilteo,,0,,113-nb-Saturday,0,12FEB-Saturday-113nv-10
113,12FEB-Saturday,,Mukilteo,,0,,113-nb-Saturday,0,12FEB-Saturday-113nv-11
113,12FEB-Saturday,,Mukilteo,,0,,113-nb-Saturday,0,12FEB-Saturday-113nv-12
113,12FEB-Saturday,,Mukilteo,,0,,113-nb-Saturday,0,12FEB-Saturday-113nv-13
113,12FEB-Saturday,,Mukilteo,,0,,113-nb-Saturday,0,12FEB-Saturday-113nv-14
113,12FEB-Saturday,,Mukilteo,,0,,113-nb-Saturday,0,12FEB-Saturday-113nv-15
113,12FEB-Saturday,,Mukilteo,,0,,113-nb-Saturday,0,12FEB-Saturday-113nv-2
113,12FEB-Saturday,,Mukilteo,,0,,113-nb-Saturday,0,12FEB-Saturday-113nv-3
113,12FEB-Saturday,,Mukilteo,,0,,113-nb-Saturday,0,12FEB-Saturday-113nv-4
113,12FEB-Saturday,,Mukilteo,,0,,113-nb-Saturday,0,12FEB-Saturday-113nv-5
113,12FEB-Saturday,,Mukilteo,,0,,113-nb-Saturday,0,12FEB-Saturday-113nv-6
113,12FEB-Saturday,,Mukilteo,,0,,113-nb-Saturday,0,12FEB-Saturday-113nv-7
113,12FEB-Saturday,,Mukilteo,,0,,113-nb-Saturday,0,12FEB-Saturday-113nv-8
113,12FEB-Saturday,,Mukilteo,,0,,113-nb-Saturday,0,12FEB-Saturday-113nv-9
113,12FEB-Saturday,,Ash Way Park & Ride,,0,,113-sb-Saturday,0,12FEB-Saturday-113sv-0
113,12FEB-Saturday,,Ash Way Park & Ride,,0,,113-sb-Saturday,0,12FEB-Saturday-113sv-1
113,12FEB-Saturday,,Ash Way Park & Ride,,0,,113-sb-Saturday,0,12FEB-Saturday-113sv-10
113,12FEB-Saturday,,Ash Way Park & Ride,,0,,113-sb-Saturday,0,12FEB-Saturday-113sv-11
113,12FEB-Saturday,,Ash Way Park & Ride,,0,,113-sb-Saturday,0,12FEB-Saturday-113sv-12
113,12FEB-Saturday,,Ash Way Park & Ride,,0,,113-sb-Saturday,0,12FEB-Saturday-113sv-13
113,12FEB-Saturday,,Ash Way Park & Ride,,0,,113-sb-Saturday,0,12FEB-Saturday-113sv-14
113,12FEB-Saturday,,Ash Way Park & Ride,,0,,113-sb-Saturday,0,12FEB-Saturday-113sv-2
113,12FEB-Saturday,,Ash Way Park & Ride,,0,,113-sb-Saturday,0,12FEB-Saturday-113sv-3
113,12FEB-Saturday,,Ash Way Park & Ride,,0,,113-sb-Saturday,0,12FEB-Saturday-113sv-4
113,12FEB-Saturday,,Ash Way Park & Ride,,0,,113-sb-Saturday,0,12FEB-Saturday-113sv-5
113,12FEB-Saturday,,Ash Way Park & Ride,,0,,113-sb-Saturday,0,12FEB-Saturday-113sv-6
113,12FEB-Saturday,,Ash Way Park & Ride,,0,,113-sb-Saturday,0,12FEB-Saturday-113sv-7
113,12FEB-Saturday,,Ash Way Park & Ride,,0,,113-sb-Saturday,0,12FEB-Saturday-113sv-8
113,12FEB-Saturday,,Ash Way Park & Ride,,0,,113-sb-Saturday,0,12FEB-Saturday-113sv-9
115,12FEB-Saturday,,Mariner Park & Ride,,0,,115-eb-Saturday,0,12FEB-Saturday-115ev-0
115,12FEB-Saturday,,Mariner Park & Ride,,0,,115-eb-Saturday,0,12FEB-Saturday-115ev-1
115,12FEB-Saturday,,Mariner Park & Ride,,0,,115-eb-Saturday,0,12FEB-Saturday-115ev-10
115,12FEB-Saturday,,Mariner Park & Ride,,0,,115-eb-Saturday,0,12FEB-Saturday-115ev-11
115,12FEB-Saturday,,Mariner Park & Ride,,0,,115-eb-Saturday,0,12FEB-Saturday-115ev-12
115,12FEB-Saturday,,Mariner Park & Ride,,0,,115-eb-Saturday,0,12FEB-Saturday-115ev-13
115,12FEB-Saturday,,Mariner Park & Ride,,0,,115-eb-Saturday,0,12FEB-Saturday-115ev-14
115,12FEB-Saturday,,Mariner Park & Ride,,0,,115-eb-Saturday,0,12FEB-Saturday-115ev-15
115,12FEB-Saturday,,Mariner Park & Ride,,0,,115-eb-Saturday,0,12FEB-Saturday-115ev-2
115,12FEB-Saturday,,Mariner Park & Ride,,0,,115-eb-Saturday,0,12FEB-Saturday-115ev-3
115,12FEB-Saturday,,Mariner Park & Ride,,0,,115-eb-Saturday,0,12FEB-Saturday-115ev-4
115,12FEB-Saturday,,Mariner Park & Ride,,0,,115-eb-Saturday,0,12FEB-Saturday-115ev-5
115,12FEB-Saturday,,Mariner Park & Ride,,0,,115-eb-Saturday,0,12FEB-Saturday-115ev-6
115,12FEB-Saturday,,Mariner Park & Ride,,0,,115-eb-Saturday,0,12FEB-Saturday-115ev-7
115,12FEB-Saturday,,Mariner Park & Ride,,0,,115-eb-Saturday,0,12FEB-Saturday-115ev-8
115,12FEB-Saturday,,Mariner Park & Ride,,0,,115-eb-Saturday,0,12FEB-Saturday-115ev-9
115,12FEB-Saturday,,Aurora Village Transit Center,,0,,115-wb-Saturday,0,12FEB-Saturday-115wv-0
115,12FEB-Saturday,,Aurora Village Transit Center,,0,,115-wb-Saturday,0,12FEB-Saturday-115wv-1
115,12FEB-Saturday,,Aurora Village Transit Center,,0,,115-wb-Saturday,0,12FEB-Saturday-115wv-10
115,12FEB-Saturday,,Aurora Village Transit Center,,0,,115-wb-Saturday,0,12FEB-Saturday-115wv-11
115,12FEB-Saturday,,Aurora Village Transit Center,,0,,115-wb-Saturday,0,12FEB-Saturday-115wv-12
115,12FEB-Saturday,,Aurora Village Transit Center,,0,,115-wb-Saturday,0,12FEB-Saturday-115wv-13
115,12FEB-Saturday,,Aurora Village Transit Center,,0,,115-wb-Saturday,0,12FEB-Saturday-115wv-14
115,12FEB-Saturday,,Aurora Village Transit Center,,0,,115-wb-Saturday,0,12FEB-Saturday-115wv-15
115,12FEB-Saturday,,Aurora Village Transit Center,,0,,115-wb-Saturday,0,12FEB-Saturday-115wv-2
115,12FEB-Saturday,,Aurora Village Transit Center,,0,,115-wb-Saturday,0,12FEB-Saturday-115wv-3
115,12FEB-Saturday,,Aurora Village Transit Center,,0,,115-wb-Saturday,0,12FEB-Saturday-115wv-4
115,12FEB-Saturday,,Aurora Village Transit Center,,0,,115-wb-Saturday,0,12FEB-Saturday-115wv-5
115,12FEB-Saturday,,Aurora Village Transit Center,,0,,115-wb-Saturday,0,12FEB-Saturday-115wv-6
115,12FEB-Saturday,,Aurora Village Transit Center,,0,,115-wb-Saturday,0,12FEB-Saturday-115wv-7
115,12FEB-Saturday,,Aurora Village Transit Center,,0,,115-wb-Saturday,0,12FEB-Saturday-115wv-8
115,12FEB-Saturday,,Aurora Village Transit Center,,0,,115-wb-Saturday,0,12FEB-Saturday-115wv-9
116,12FEB-Saturday,,Mill Creek/Silver Firs,,0,,116-eb-Saturday,0,12FEB-Saturday-116ev-0
116,12FEB-Saturday,,Mill Creek/Silver Firs,,0,,116-eb-Saturday,0,12FEB-Saturday-116ev-1
116,12FEB-Saturday,,Mill Creek/Silver Firs,,0,,116-eb-Saturday,0,12FEB-Saturday-116ev-10
116,12FEB-Saturday,,Mill Creek/Silver Firs,,0,,116-eb-Saturday,0,12FEB-Saturday-116ev-11
116,12FEB-Saturday,,Mill Creek/Silver Firs,,0,,116-eb-Saturday,0,12FEB-Saturday-116ev-12
116,12FEB-Saturday,,Mill Creek/Silver Firs,,0,,116-eb-Saturday,0,12FEB-Saturday-116ev-13
116,12FEB-Saturday,,Mill Creek/Silver Firs,,0,,116-eb-Saturday,0,12FEB-Saturday-116ev-14
116,12FEB-Saturday,,Mill Creek/Silver Firs,,0,,116-eb-Saturday,0,12FEB-Saturday-116ev-2
116,12FEB-Saturday,,Mill Creek/Silver Firs,,0,,116-eb-Saturday,0,12FEB-Saturday-116ev-3
116,12FEB-Saturday,,Mill Creek/Silver Firs,,0,,116-eb-Saturday,0,12FEB-Saturday-116ev-4
116,12FEB-Saturday,,Mill Creek/Silver Firs,,0,,116-eb-Saturday,0,12FEB-Saturday-116ev-5
116,12FEB-Saturday,,Mill Creek/Silver Firs,,0,,116-eb-Saturday,0,12FEB-Saturday-116ev-6
116,12FEB-Saturday,,Mill Creek/Silver Firs,,0,,116-eb-Saturday,0,12FEB-Saturday-116ev-7
116,12FEB-Saturday,,Mill Creek/Silver Firs,,0,,116-eb-Saturday,0,12FEB-Saturday-116ev-8
116,12FEB-Saturday,,Mill Creek/Silver Firs,,0,,116-eb-Saturday,0,12FEB-Saturday-116ev-9
116,12FEB-Saturday,,Edmonds,,0,,116-wb-Saturday,0,12FEB-Saturday-116wv-0
116,12FEB-Saturday,,Edmonds,,0,,116-wb-Saturday,0,12FEB-Saturday-116wv-1
116,12FEB-Saturday,,Edmonds,,0,,116-wb-Saturday,0,12FEB-Saturday-116wv-10
116,12FEB-Saturday,,Edmonds,,0,,116-wb-Saturday,0,12FEB-Saturday-116wv-11
116,12FEB-Saturday,,Edmonds,,0,,116-wb-Saturday,0,12FEB-Saturday-116wv-12
116,12FEB-Saturday,,Edmonds,,0,,116-wb-Saturday,0,12FEB-Saturday-116wv-13
116,12FEB-Saturday,,Edmonds,,0,,116-wb-Saturday,0,12FEB-Saturday-116wv-14
116,12FEB-Saturday,,Edmonds,,0,,116-wb-Saturday,0,12FEB-Saturday-116wv-15
116,12FEB-Saturday,,Edmonds,,0,,116-wb-Saturday,0,12FEB-Saturday-116wv-2
116,12FEB-Saturday,,Edmonds,,0,,116-wb-Saturday,0,12FEB-Saturday-116wv-3
116,12FEB-Saturday,,Edmonds,,0,,116-wb-Saturday,0,12FEB-Saturday-116wv-4
116,12FEB-Saturday,,Edmonds,,0,,116-wb-Saturday,0,12FEB-Saturday-116wv-5
116,12FEB-Saturday,,Edmonds,,0,,116-wb-Saturday,0,12FEB-Saturday-116wv-6
116,12FEB-Saturday,,Edmonds,,0,,116-wb-Saturday,0,12FEB-Saturday-116wv-7
116,12FEB-Saturday,,Edmonds,,0,,116-wb-Saturday,0,12FEB-Saturday-116wv-8
116,12FEB-Saturday,,Edmonds,,0,,116-wb-Saturday,0,12FEB-Saturday-116wv-9
119,12FEB-Saturday,,Ash Way Park & Ride,,0,,119-nb-Saturday,0,12FEB-Saturday-119nv-0
119,12FEB-Saturday,,Ash Way Park & Ride,,0,,119-nb-Saturday,0,12FEB-Saturday-119nv-1
119,12FEB-Saturday,,Ash Way Park & Ride,,0,,119-nb-Saturday,0,12FEB-Saturday-119nv-10
119,12FEB-Saturday,,Ash Way Park & Ride,,0,,119-nb-Saturday,0,12FEB-Saturday-119nv-11
119,12FEB-Saturday,,Ash Way Park & Ride,,0,,119-nb-Saturday,0,12FEB-Saturday-119nv-12
119,12FEB-Saturday,,Ash Way Park & Ride,,0,,119-nb-Saturday,0,12FEB-Saturday-119nv-13
119,12FEB-Saturday,,Ash Way Park & Ride,,0,,119-nb-Saturday,0,12FEB-Saturday-119nv-14
119,12FEB-Saturday,,Ash Way Park & Ride,,0,,119-nb-Saturday,0,12FEB-Saturday-119nv-15
119,12FEB-Saturday,,Ash Way Park & Ride,,0,,119-nb-Saturday,0,12FEB-Saturday-119nv-2
119,12FEB-Saturday,,Ash Way Park & Ride,,0,,119-nb-Saturday,0,12FEB-Saturday-119nv-3
119,12FEB-Saturday,,Ash Way Park & Ride,,0,,119-nb-Saturday,0,12FEB-Saturday-119nv-4
119,12FEB-Saturday,,Ash Way Park & Ride,,0,,119-nb-Saturday,0,12FEB-Saturday-119nv-5
119,12FEB-Saturday,,Ash Way Park & Ride,,0,,119-nb-Saturday,0,12FEB-Saturday-119nv-6
119,12FEB-Saturday,,Ash Way Park & Ride,,0,,119-nb-Saturday,0,12FEB-Saturday-119nv-7
119,12FEB-Saturday,,Ash Way Park & Ride,,0,,119-nb-Saturday,0,12FEB-Saturday-119nv-8
119,12FEB-Saturday,,Ash Way Park & Ride,,0,,119-nb-Saturday,0,12FEB-Saturday-119nv-9
119,12FEB-Saturday,,Mountlake Terrace,,0,,119-sb-Saturday,0,12FEB-Saturday-119sv-0
119,12FEB-Saturday,,Mountlake Terrace,,0,,119-sb-Saturday,0,12FEB-Saturday-119sv-1
119,12FEB-Saturday,,Mountlake Terrace,,0,,119-sb-Saturday,0,12FEB-Saturday-119sv-10
119,12FEB-Saturday,,Mountlake Terrace,,0,,119-sb-Saturday,0,12FEB-Saturday-119sv-11
119,12FEB-Saturday,,Mountlake Terrace,,0,,119-sb-Saturday,0,12FEB-Saturday-119sv-12
119,12FEB-Saturday,,Mountlake Terrace,,0,,119-sb-Saturday,0,12FEB-Saturday-119sv-13
119,12FEB-Saturday,,Mountlake Terrace,,0,,119-sb-Saturday,0,12FEB-Saturday-119sv-14
119,12FEB-Saturday,,Mountlake Terrace,,0,,119-sb-Saturday,0,12FEB-Saturday-119sv-15
119,12FEB-Saturday,,Mountlake Terrace,,0,,119-sb-Saturday,0,12FEB-Saturday-119sv-2
119,12FEB-Saturday,,Mountlake Terrace,,0,,119-sb-Saturday,0,12FEB-Saturday-119sv-3
119,12FEB-Saturday,,Mountlake Terrace,,0,,119-sb-Saturday,0,12FEB-Saturday-119sv-4
119,12FEB-Saturday,,Mountlake Terrace,,0,,119-sb-Saturday,0,12FEB-Saturday-119sv-5
119,12FEB-Saturday,,Mountlake Terrace,,0,,119-sb-Saturday,0,12FEB-Saturday-119sv-6
119,12FEB-Saturday,,Mountlake Terrace,,0,,119-sb-Saturday,0,12FEB-Saturday-119sv-7
119,12FEB-Saturday,,Mountlake Terrace,,0,,119-sb-Saturday,0,12FEB-Saturday-119sv-8
119,12FEB-Saturday,,Mountlake Terrace,,0,,119-sb-Saturday,0,12FEB-Saturday-119sv-9
120,12FEB-Saturday,,Canyon Park,,0,,120-eb-Saturday,0,12FEB-Saturday-120e-0
120,12FEB-Saturday,,Canyon Park,,0,,120-eb-Saturday,0,12FEB-Saturday-120e-1
120,12FEB-Saturday,,Canyon Park,,0,,120-eb-Saturday,0,12FEB-Saturday-120e-10
120,12FEB-Saturday,,Canyon Park,,0,,120-eb-Saturday,0,12FEB-Saturday-120e-11
120,12FEB-Saturday,,Canyon Park,,0,,120-eb-Saturday,0,12FEB-Saturday-120e-12
120,12FEB-Saturday,,Canyon Park,,0,,120-eb-Saturday,0,12FEB-Saturday-120e-13
120,12FEB-Saturday,,Canyon Park,,0,,120-eb-Saturday,0,12FEB-Saturday-120e-14
120,12FEB-Saturday,,Canyon Park,,0,,120-eb-Saturday,0,12FEB-Saturday-120e-15
120,12FEB-Saturday,,Canyon Park,,0,,120-eb-Saturday,0,12FEB-Saturday-120e-2
120,12FEB-Saturday,,Canyon Park,,0,,120-eb-Saturday,0,12FEB-Saturday-120e-3
120,12FEB-Saturday,,Canyon Park,,0,,120-eb-Saturday,0,12FEB-Saturday-120e-4
120,12FEB-Saturday,,Canyon Park,,0,,120-eb-Saturday,0,12FEB-Saturday-120e-5
120,12FEB-Saturday,,Canyon Park,,0,,120-eb-Saturday,0,12FEB-Saturday-120e-6
120,12FEB-Saturday,,Canyon Park,,0,,120-eb-Saturday,0,12FEB-Saturday-120e-7
120,12FEB-Saturday,,Canyon Park,,0,,120-eb-Saturday,0,12FEB-Saturday-120e-8
120,12FEB-Saturday,,Canyon Park,,0,,120-eb-Saturday,0,12FEB-Saturday-120e-9
120,12FEB-Saturday,,Lynnwood Transit Center,,0,,120-wb-Saturday,0,12FEB-Saturday-120w-0
120,12FEB-Saturday,,Lynnwood Transit Center,,0,,120-wb-Saturday,0,12FEB-Saturday-120w-1
120,12FEB-Saturday,,Lynnwood Transit Center,,0,,120-wb-Saturday,0,12FEB-Saturday-120w-10
120,12FEB-Saturday,,Lynnwood Transit Center,,0,,120-wb-Saturday,0,12FEB-Saturday-120w-11
120,12FEB-Saturday,,Lynnwood Transit Center,,0,,120-wb-Saturday,0,12FEB-Saturday-120w-12
120,12FEB-Saturday,,Lynnwood Transit Center,,0,,120-wb-Saturday,0,12FEB-Saturday-120w-13
120,12FEB-Saturday,,Lynnwood Transit Center,,0,,120-wb-Saturday,0,12FEB-Saturday-120w-14
120,12FEB-Saturday,,Lynnwood Transit Center,,0,,120-wb-Saturday,0,12FEB-Saturday-120w-15
120,12FEB-Saturday,,Lynnwood Transit Center,,0,,120-wb-Saturday,0,12FEB-Saturday-120w-2
120,12FEB-Saturday,,Lynnwood Transit Center,,0,,120-wb-Saturday,0,12FEB-Saturday-120w-3
120,12FEB-Saturday,,Lynnwood Transit Center,,0,,120-wb-Saturday,0,12FEB-Saturday-120w-4
120,12FEB-Saturday,,Lynnwood Transit Center,,0,,120-wb-Saturday,0,12FEB-Saturday-120w-5
120,12FEB-Saturday,,Lynnwood Transit Center,,0,,120-wb-Saturday,0,12FEB-Saturday-120w-6
120,12FEB-Saturday,,Lynnwood Transit Center,,0,,120-wb-Saturday,0,12FEB-Saturday-120w-7
120,12FEB-Saturday,,Lynnwood Transit Center,,0,,120-wb-Saturday,0,12FEB-Saturday-120w-8
120,12FEB-Saturday,,Lynnwood Transit Center,,0,,120-wb-Saturday,0,12FEB-Saturday-120w-9
130,12FEB-Saturday,,Lynnwood Transit Center,,0,,130-eb-Saturday,0,12FEB-Saturday-130ev-0
