route_id,service_id,trip_short_name,trip_headsign,route_short_name,direction_id,block_id,shape_id,wheelchair_accessible,trip_id
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-0
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-1
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-10
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-11
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-12
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-13
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-14
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-15
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-16
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-17
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-18
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-19
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-2
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-20
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-21
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-22
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-23
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-24
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-25
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-26
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-27
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-28
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-29
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-3
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-30
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-31
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-32
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-33
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-34
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-35
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-36
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-4
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-5
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-6
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-7
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-8
101,11FEB-Saturday,,Mariner Park & Ride,,0,,101-nb-Saturday,0,11FEB-Saturday-101n-9
101,11FEB-Saturday,,Aurora Village Transit Center,,0,,101-sb-Saturday,0,11FEB-Saturday-101s-0
101,11FEB-Saturday,,Aurora Village Transit Center,,0,,101-sb-Saturday,0,11FEB-Saturday-101s-1
101,11FEB-Saturday,,Aurora Village Transit Center,,0,,101-sb-Saturday,0,11FEB-Saturday-101s-10
101,11FEB-Saturday,,Aurora Village Transit Center,,0,,101-sb-Saturday,0,11FEB-Saturday-101s-11
101,11FEB-Saturday,,Aurora Village Transit Center,,0,,101-sb-Saturday,0,11FEB-Saturday-101s-12
101,11FEB-Saturday,,Aurora Village Transit Center,,0,,101-sb-Saturday,0,11FEB-Saturday-101s-13
